label	langpair	system	segmenter	ok	n_boundaries	boundaries_correct	n_segments	segments_exact	total_words	avg_words_per_seg	n_domains	max_domain_words	sum_domain_sq	wall_seconds
fixed	en-hi	Mistral-Large	none	1	993	615	997	400	41047	41.171	4	11800	425326099	3.2
fixed	en-hi	Claude-3.5	none	1	993	765	997	603	38555	38.671	4	10414	372579887	2.946
fixed	en-hi	Phi-3-Medium	none	1	993	553	997	328	42412	42.54	4	11185	450892174	3.3
fixed	en-is	AMI	none	1	993	753	997	575	31079	31.173	4	8317	241876589	2.374
fixed	en-is	CycleL	none	1	993	300	997	103	29746	29.836	4	8293	222296406	2.349
fixed	en-is	Dubformer	none	1	993	731	997	556	30597	30.689	4	8316	234676197	2.231
fixed	en-is	IKUN	none	1	993	659	997	437	31758	31.854	4	8497	252617078	2.341
fixed	en-is	IKUN-C	none	1	993	695	997	498	30592	30.684	4	8293	234547338	2.229
fixed	en-is	IOL-Research	none	1	993	659	997	445	30752	30.845	4	8325	236992212	2.274
fixed	en-is	TranssionMT	none	1	993	723	997	538	31268	31.362	4	8317	244784942	2.271
fixed	en-is	TSU-HITs	none	1	993	260	997	66	14929	14.974	4	4423	56993583	1.388
fixed	en-is	Unbabel-Tower70B	none	1	993	733	997	541	31701	31.796	4	8649	251945127	2.291
fixed	en-is	Aya23	none	1	993	530	997	311	30644	30.736	4	8341	235392396	2.371
fixed	en-is	CommandR-plus	none	1	993	591	997	360	31541	31.636	4	8675	249567229	2.362
fixed	en-is	ONLINE-empty	none	1	993	993	997	997	0	0.0	4	0	0	0.2
fixed	en-is	ONLINE-B	none	1	993	722	997	538	31270	31.364	4	8312	244812436	2.291
fixed	en-is	Llama3-70B	none	1	993	651	997	428	30966	31.059	4	8438	240380910	2.287
fixed	en-is	ONLINE-A	none	1	993	701	997	510	30803	30.896	4	8311	237704223	2.237
fixed	en-is	ONLINE-G	none	1	993	674	997	469	30807	30.9	4	8307	237828897	2.283
fixed	en-is	Mistral-Large	none	1	993	588	997	362	32777	32.876	4	9238	270036609	2.463
fixed	en-is	GPT-4	none	1	993	712	997	522	31215	31.309	4	8539	244328321	2.268
fixed	en-is	Phi-3-Medium	none	1	993	442	997	235	31135	31.229	4	8526	243806935	2.404
fixed	en-ja	AIST-AIRC	none	1	993	411	997	130	3765	3.776	4	1285	3903259	0.313
fixed	en-ja	CycleL	none	1	993	216	997	3	5199	5.215	4	2076	7685477	0.206
fixed	en-ja	DLUT-GTCOM	none	1	993	819	997	258	1234	1.238	4	670	556860	0.191
fixed	en-ja	IKUN	none	1	993	794	997	177	1298	1.302	4	698	612996	0.2
fixed	en-ja	IKUN-C	none	1	993	803	997	259	1290	1.294	4	723	635450	0.2
fixed	en-ja	IOL-Research	none	1	993	756	997	351	1658	1.663	4	903	1008510	0.2
fixed	en-ja	NTTSU	none	1	993	709	997	190	1562	1.567	4	825	867214	0.202
fixed	en-ja	NVIDIA-NeMo	none	1	993	434	997	70	2557	2.565	4	1419	2504845	0.208
fixed	en-ja	Team-J	none	1	993	818	997	289	1372	1.376	4	736	678474	0.202
fixed	en-ja	Unbabel-Tower70B	none	1	993	793	997	257	1344	1.348	4	755	689250	0.201
fixed	en-ja	UvA-MT	none	1	993	241	997	5	4968	4.983	4	1838	6953960	0.215
fixed	en-ja	Aya23	none	1	993	767	997	283	1430	1.434	4	742	709994	0.201
fixed	en-ja	CommandR-plus	none	1	993	770	997	241	1491	1.495	4	771	767735	0.201
fixed	en-ja	ONLINE-W	none	1	993	815	997	264	1289	1.293	4	680	587373	0.202
fixed	en-ja	ONLINE-B	none	1	993	631	997	193	2050	2.056	4	1066	1473802	0.199
fixed	en-ja	Llama3-70B	none	1	993	773	997	319	1498	1.503	4	902	934012	0.2
fixed	en-ja	ONLINE-A	none	1	993	799	997	251	1332	1.336	4	742	670602	0.201
fixed	en-ja	ONLINE-G	none	1	993	510	997	76	2494	2.502	4	800	1649630	0.205
fixed	en-ja	Gemini-1.5-Pro	none	1	993	574	997	147	2713	2.721	4	1623	3151623	0.209
fixed	en-ja	Mistral-Large	none	1	993	817	997	322	1409	1.413	4	782	744975	0.197
fixed	en-ja	Claude-3.5	none	1	993	708	997	272	2077	2.083	4	1041	1477481	0.203
fixed	en-ja	GPT-4	none	1	993	826	997	378	1342	1.346	4	723	650862	0.199
fixed	en-ja	Phi-3-Medium	none	1	993	830	997	291	1277	1.281	4	715	618759	0.196
fixed	en-ru	CUNI-DS	none	1	993	562	997	344	27631	27.714	4	7863	192239321	1.98
fixed	en-ru	CycleL	none	1	993	130	997	30	28267	28.352	4	8464	202441803	1.902
fixed	en-ru	CycleL2	none	1	993	73	997	9	25872	25.95	4	9053	176589770	1.776
fixed	en-ru	Dubformer	none	1	993	713	997	523	27491	27.574	4	7324	189369107	1.74
fixed	en-ru	IKUN	none	1	993	638	997	441	28193	28.278	4	7436	199076805	1.782
fixed	en-ru	IKUN-C	none	1	993	630	997	419	28096	28.181	4	7431	197693734	1.792
fixed	en-ru	IOL-Research	none	1	993	702	997	517	28528	28.614	4	7544	203847040	1.796
fixed	en-ru	NVIDIA-NeMo	none	1	993	543	997	317	29058	29.145	4	7945	211775148	1.835
fixed	en-ru	TranssionMT	none	1	993	699	997	515	28540	28.626	4	7514	203980638	1.778
fixed	en-ru	TSU-HITs	none	1	993	449	997	244	20091	20.151	4	5449	101460475	1.462
fixed	en-ru	Unbabel-Tower70B	none	1	993	690	997	494	29016	29.103	4	7825	211139866	1.783
fixed	en-ru	Yandex	none	1	993	639	997	432	29251	29.339	4	7892	214549665	1.799
fixed	en-ru	Aya23	none	1	993	684	997	495	28881	28.968	4	7539	208837907	1.79
fixed	en-ru	CommandR-plus	none	1	993	702	997	509	29018	29.105	4	7668	210994770	1.824
fixed	en-ru	ONLINE-W	none	1	993	690	997	499	28346	28.431	4	7490	201328114	1.758
fixed	en-ru	ONLINE-B	none	1	993	696	997	515	28545	28.631	4	7526	204056689	1.758
fixed	en-ru	Llama3-70B	none	1	993	649	997	449	28756	28.843	4	7686	207167122	1.777
fixed	en-ru	ONLINE-A	none	1	993	684	997	491	29172	29.26	4	7667	213110046	1.777
fixed	en-ru	ONLINE-G	none	1	993	651	997	456	29497	29.586	4	7868	218036433	1.811
fixed	en-ru	Gemini-1.5-Pro	none	1	993	667	997	462	30331	30.422	4	9237	233939803	1.84
fixed	en-ru	Mistral-Large	none	1	993	687	997	505	29530	29.619	4	8100	218788882	1.819
fixed	en-ru	Claude-3.5	none	1	993	704	997	519	29095	29.183	4	7974	212490117	1.799
fixed	en-ru	GPT-4	none	1	993	701	997	507	28477	28.563	4	7628	203219793	1.738
fixed	en-ru	Phi-3-Medium	none	1	993	620	997	394	28480	28.566	4	7567	203147178	1.741
fixed	en-uk	CycleL	none	1	993	155	997	33	25983	26.061	4	8003	171931435	1.901
fixed	en-uk	Dubformer	none	1	993	816	997	687	27477	27.56	4	7282	189091849	1.723
fixed	en-uk	IKUN	none	1	993	746	997	576	27608	27.691	4	7305	190954436	1.692
fixed	en-uk	IKUN-C	none	1	993	724	997	546	27453	27.536	4	7227	188651835	1.727
fixed	en-uk	IOL-Research	none	1	993	798	997	655	27911	27.995	4	7321	195055091	1.71
fixed	en-uk	NVIDIA-NeMo	none	1	993	676	997	470	28640	28.726	4	7814	205690038	1.757
fixed	en-uk	TranssionMT	none	1	993	813	997	691	28685	28.771	4	7573	206031355	1.748
fixed	en-uk	Unbabel-Tower70B	none	1	993	775	997	615	28394	28.479	4	7667	202188940	1.739
fixed	en-uk	Aya23	none	1	993	770	997	613	28269	28.354	4	7429	200083947	1.845
fixed	en-uk	CommandR-plus	none	1	993	775	997	618	28149	28.234	4	7468	198512547	1.765
fixed	en-uk	ONLINE-W	none	1	993	855	997	756	28090	28.175	4	7374	197612582	1.76
fixed	en-uk	ONLINE-B	none	1	993	823	997	699	27710	27.793	4	7250	192224302	1.748
fixed	en-uk	Llama3-70B	none	1	993	756	997	582	28434	28.52	4	7565	202505334	1.783
fixed	en-uk	ONLINE-A	none	1	993	809	997	679	28455	28.541	4	7466	202683261	1.761
fixed	en-uk	ONLINE-G	none	1	993	781	997	637	28938	29.025	4	7714	209853482	1.785
fixed	en-uk	Gemini-1.5-Pro	none	1	993	751	997	600	30461	30.553	4	9331	236053955	1.882
fixed	en-uk	Mistral-Large	none	1	993	758	997	592	28365	28.45	4	7650	201670781	1.779
fixed	en-uk	Claude-3.5	none	1	993	817	997	689	28275	28.36	4	7635	200449331	1.744
fixed	en-uk	GPT-4	none	1	993	766	997	614	28340	28.425	4	7520	201166234	1.755
fixed	en-uk	Phi-3-Medium	none	1	993	570	997	342	30628	30.72	4	8068	234831024	1.906
fixed	en-zh	CycleL	none	1	993	263	997	0	4159	4.172	4	1462	4606813	0.294
fixed	en-zh	CycleL2	none	1	993	134	997	1	6974	6.995	4	2477	13391788	0.201
fixed	en-zh	HW-TSC	none	1	993	637	997	163	1946	1.952	4	892	1195990	0.195
fixed	en-zh	IKUN	none	1	993	737	997	193	1377	1.381	4	741	685449	0.182
fixed	en-zh	IKUN-C	none	1	993	763	997	377	1401	1.405	4	746	702999	0.177
fixed	en-zh	IOL-Research	none	1	993	778	997	275	1291	1.295	4	713	620789	0.179
fixed	en-zh	NVIDIA-NeMo	none	1	993	300	997	22	3642	3.653	4	1812	4577450	0.203
fixed	en-zh	Unbabel-Tower70B	none	1	993	659	997	215	1902	1.908	4	997	1277498	0.183
fixed	en-zh	UvA-MT	none	1	993	200	997	15	6841	6.862	4	2394	12346543	0.207
fixed	en-zh	Aya23	none	1	993	714	997	207	1532	1.537	4	773	791554	0.182
fixed	en-zh	CommandR-plus	none	1	993	636	997	201	1885	1.891	4	902	1139655	0.172
fixed	en-zh	ONLINE-W	none	1	993	572	997	198	2534	2.542	4	1052	1897470	0.173
fixed	en-zh	ONLINE-B	none	1	993	588	997	173	2404	2.411	4	1040	1777986	0.179
fixed	en-zh	Llama3-70B	none	1	993	747	997	215	1471	1.475	4	832	830515	0.188
fixed	en-zh	ONLINE-A	none	1	993	619	997	172	1929	1.935	4	961	1241387	0.179
fixed	en-zh	ONLINE-G	none	1	993	520	997	63	2480	2.487	4	799	1628962	0.179
fixed	en-zh	Gemini-1.5-Pro	none	1	993	492	997	98	2796	2.804	4	1686	3286152	0.184
fixed	en-zh	Mistral-Large	none	1	993	704	997	234	1835	1.841	4	1188	1558325	0.172
fixed	en-zh	Claude-3.5	none	1	993	769	997	308	2200	2.207	4	918	1677230	0.176
fixed	en-zh	GPT-4	none	1	993	796	997	319	1334	1.338	4	706	634364	0.165
fixed	en-zh	Phi-3-Medium	none	1	993	754	997	222	1339	1.343	4	708	636125	0.178
fixed	ja-zh	CycleL	none	1	718	72	721	6	7374	10.227	3	2727	18456278	0.278
fixed	ja-zh	DLUT-GTCOM	none	1	718	555	721	263	891	1.236	3	384	284045	0.149
fixed	ja-zh	IKUN	none	1	718	529	721	105	947	1.313	3	375	310945	0.145
fixed	ja-zh	IKUN-C	none	1	718	539	721	145	901	1.25	3	359	281595	0.148
fixed	ja-zh	IOL-Research	none	1	718	566	721	247	834	1.157	3	342	247796	0.148
fixed	ja-zh	MSLC	none	1	718	565	721	285	820	1.137	3	332	240248	0.156
fixed	ja-zh	NTTSU	none	1	718	563	721	88	985	1.366	3	353	325203	0.169
fixed	ja-zh	Team-J	none	1	718	401	721	74	1707	2.368	3	882	1122561	0.159
fixed	ja-zh	Unbabel-Tower70B	none	1	718	569	721	260	871	1.208	3	351	264673	0.149
fixed	ja-zh	UvA-MT	none	1	718	174	721	27	4681	6.492	3	2476	8571529	0.164
fixed	ja-zh	Aya23	none	1	718	542	721	213	1129	1.566	3	429	430841	0.154
fixed	ja-zh	CommandR-plus	none	1	718	561	721	234	975	1.352	3	365	319787	0.149
fixed	ja-zh	ONLINE-W	none	1	718	323	721	90	2485	3.447	3	1489	2717547	0.151
fixed	ja-zh	ONLINE-B	none	1	718	477	721	185	1423	1.974	3	630	713845	0.15
fixed	ja-zh	Llama3-70B	none	1	718	563	721	255	1074	1.49	3	379	386558	0.159
fixed	ja-zh	ONLINE-A	none	1	718	304	721	49	2310	3.204	3	929	1820762	0.178
fixed	ja-zh	ONLINE-G	none	1	718	457	721	75	1252	1.736	3	435	523514	0.156
fixed	ja-zh	Gemini-1.5-Pro	none	1	718	489	721	186	1387	1.924	3	511	645457	0.16
fixed	ja-zh	Mistral-Large	none	1	718	437	721	148	1127	1.563	3	513	472069	0.153
fixed	ja-zh	Claude-3.5	none	1	718	549	721	142	1119	1.552	3	391	418755	0.15
fixed	ja-zh	GPT-4	none	1	718	556	721	232	842	1.168	3	352	254036	0.146
fixed	ja-zh	Phi-3-Medium	none	1	718	568	721	242	906	1.257	3	350	279806	0.151
