variant	variant_label	langpair	system	segmenter	ok	n_segments	total_words	avg_words_per_seg	n_domains	max_domain_words	sum_domain_sq	wall_seconds
spm32k	spm 32k	en-de	ONLINE-G	spm32k	1	997	31912	32.008	4	8411	254856526	11.077
spm32k	spm 32k	en-de	Gemini-1.5-Pro	spm32k	1	997	33241	33.341	4	9321	277681343	11.621
spm32k	spm 32k	en-de	Mistral-Large	spm32k	1	997	33285	33.385	4	9060	277731909	11.564
spm32k	spm 32k	en-de	Claude-3.5	spm32k	1	997	32651	32.749	4	8788	267067075	11.471
spm32k	spm 32k	en-de	GPT-4	spm32k	1	997	32329	32.426	4	8659	261771319	11.389
spm32k	spm 32k	en-de	Phi-3-Medium	spm32k	1	997	32434	32.532	4	8606	263333172	11.316
spm32k	spm 32k	en-es	CycleL	spm32k	1	997	27628	27.711	4	8730	195491312	11.225
spm32k	spm 32k	en-es	Dubformer	spm32k	1	997	32444	32.542	4	8706	264003306	10.176
spm32k	spm 32k	en-es	IKUN	spm32k	1	997	33631	33.732	4	9275	284112803	10.319
spm32k	spm 32k	en-es	IKUN-C	spm32k	1	997	33267	33.367	4	9239	278197353	10.276
spm32k	spm 32k	en-es	IOL-Research	spm32k	1	997	33869	33.971	4	9418	288405839	10.491
spm32k	spm 32k	en-es	MSLC	spm32k	1	997	34833	34.938	4	9571	304633005	10.76
spm32k	spm 32k	en-es	NVIDIA-NeMo	spm32k	1	997	34850	34.955	4	9283	304972566	10.422
spm32k	spm 32k	en-es	Occiglot	spm32k	1	997	33803	33.905	4	9935	289727539	10.529
spm32k	spm 32k	en-es	TranssionMT	spm32k	1	997	34753	34.858	4	9575	303399931	10.708
spm32k	spm 32k	en-es	TSU-HITs	spm32k	1	997	21272	21.336	4	6743	116854180	6.968
spm32k	spm 32k	en-es	Unbabel-Tower70B	spm32k	1	997	35099	35.205	4	9612	309678721	10.914
spm32k	spm 32k	en-es	Aya23	spm32k	1	997	34168	34.271	4	9454	293382822	10.535
spm32k	spm 32k	en-es	CommandR-plus	spm32k	1	997	34688	34.792	4	9536	302497218	10.711
spm32k	spm 32k	en-es	ONLINE-W	spm32k	1	997	33783	33.885	4	9321	286699427	10.426
spm32k	spm 32k	en-es	ONLINE-B	spm32k	1	997	33745	33.847	4	9323	286076045	10.679
spm32k	spm 32k	en-es	Llama3-70B	spm32k	1	997	34448	34.552	4	9348	297931336	10.758
spm32k	spm 32k	en-es	ONLINE-A	spm32k	1	997	34587	34.691	4	9542	300492815	10.619
spm32k	spm 32k	en-es	ONLINE-G	spm32k	1	997	34057	34.159	4	9302	291299341	10.51
spm32k	spm 32k	en-es	Gemini-1.5-Pro	spm32k	1	997	37588	37.701	4	12117	364703786	11.696
spm32k	spm 32k	en-es	Mistral-Large	spm32k	1	997	34991	35.096	4	9467	307694403	10.964
spm32k	spm 32k	en-es	Claude-3.5	spm32k	1	997	34799	34.904	4	9393	304080967	10.751
spm32k	spm 32k	en-es	GPT-4	spm32k	1	997	34305	34.408	4	9396	295590843	10.804
spm32k	spm 32k	en-es	Phi-3-Medium	spm32k	1	997	34344	34.447	4	9462	296404466	10.596
spm32k	spm 32k	en-hi	CycleL	spm32k	1	997	36430	36.54	4	10462	334258558	25.45
spm32k	spm 32k	en-hi	IKUN	spm32k	1	997	26625	26.705	4	9024	185012787	17.954
spm32k	spm 32k	en-hi	IKUN-C	spm32k	1	997	32854	32.953	4	9695	275112286	20.362
spm32k	spm 32k	en-hi	IOL-Research	spm32k	1	997	37430	37.543	4	9745	350605556	22.181
spm32k	spm 32k	en-hi	NVIDIA-NeMo	spm32k	1	997	37892	38.006	4	10094	359535600	21.988
spm32k	spm 32k	en-hi	TranssionMT	spm32k	1	997	38154	38.269	4	9936	364220402	22.653
spm32k	spm 32k	en-hi	Unbabel-Tower70B	spm32k	1	997	38849	38.966	4	10302	377832105	23.278
spm32k	spm 32k	en-hi	Aya23	spm32k	1	997	37267	37.379	4	9722	347564821	22.231
spm32k	spm 32k	en-hi	CommandR-plus	spm32k	1	997	38417	38.533	4	10218	369605777	22.962
spm32k	spm 32k	en-hi	ONLINE-empty	spm32k	1	997	0	0.0	4	0	0	0.286
spm32k	spm 32k	en-hi	ONLINE-B	spm32k	1	997	38161	38.276	4	9944	364364563	22.816
spm32k	spm 32k	en-hi	Llama3-70B	spm32k	1	997	36866	36.977	4	9911	340513260	22.148
spm32k	spm 32k	en-hi	ONLINE-A	spm32k	1	997	38173	38.288	4	9944	364535765	22.139
spm32k	spm 32k	en-hi	ONLINE-G	spm32k	1	997	39575	39.694	4	10463	391986999	22.493
spm32k	spm 32k	en-hi	Gemini-1.5-Pro	spm32k	1	997	39028	39.145	4	10685	382033734	22.934
spm32k	spm 32k	en-hi	Mistral-Large	spm32k	1	997	41047	41.171	4	11800	425326099	24.213
spm32k	spm 32k	en-hi	Claude-3.5	spm32k	1	997	38555	38.671	4	10414	372579887	22.525
spm32k	spm 32k	en-hi	Phi-3-Medium	spm32k	1	997	42412	42.54	4	11185	450892174	25.068
spm32k	spm 32k	en-is	AMI	spm32k	1	997	31079	31.173	4	8317	241876589	24.319
spm32k	spm 32k	en-is	CycleL	spm32k	1	997	29746	29.836	4	8293	222296406	25.766
spm32k	spm 32k	en-is	Dubformer	spm32k	1	997	30597	30.689	4	8316	234676197	24.121
spm32k	spm 32k	en-is	IKUN	spm32k	1	997	31758	31.854	4	8497	252617078	25.027
spm32k	spm 32k	en-is	IKUN-C	spm32k	1	997	30592	30.684	4	8293	234547338	24.28
spm32k	spm 32k	en-is	IOL-Research	spm32k	1	997	30752	30.845	4	8325	236992212	23.896
spm32k	spm 32k	en-is	TranssionMT	spm32k	1	997	31268	31.362	4	8317	244784942	24.143
spm32k	spm 32k	en-is	TSU-HITs	spm32k	1	997	14929	14.974	4	4423	56993583	13.474
spm32k	spm 32k	en-is	Unbabel-Tower70B	spm32k	1	997	31701	31.796	4	8649	251945127	24.992
spm32k	spm 32k	en-is	Aya23	spm32k	1	997	30644	30.736	4	8341	235392396	25.139
spm32k	spm 32k	en-is	CommandR-plus	spm32k	1	997	31541	31.636	4	8675	249567229	25.786
spm32k	spm 32k	en-is	ONLINE-empty	spm32k	1	997	0	0.0	4	0	0	0.259
spm32k	spm 32k	en-is	ONLINE-B	spm32k	1	997	31270	31.364	4	8312	244812436	24.433
spm32k	spm 32k	en-is	Llama3-70B	spm32k	1	997	30966	31.059	4	8438	240380910	25.123
spm32k	spm 32k	en-is	ONLINE-A	spm32k	1	997	30803	30.896	4	8311	237704223	23.968
spm32k	spm 32k	en-is	ONLINE-G	spm32k	1	997	30807	30.9	4	8307	237828897	24.157
spm32k	spm 32k	en-is	Mistral-Large	spm32k	1	997	32777	32.876	4	9238	270036609	26.176
spm32k	spm 32k	en-is	GPT-4	spm32k	1	997	31215	31.309	4	8539	244328321	24.686
spm32k	spm 32k	en-is	Phi-3-Medium	spm32k	1	997	31135	31.229	4	8526	243806935	27.495
spm32k	spm 32k	en-ja	AIST-AIRC	spm32k	1	997	3765	3.776	4	1285	3903259	10.338
spm32k	spm 32k	en-ja	CycleL	spm32k	1	997	5199	5.215	4	2076	7685477	13.459
spm32k	spm 32k	en-ja	DLUT-GTCOM	spm32k	1	997	1234	1.238	4	670	556860	10.402
spm32k	spm 32k	en-ja	IKUN	spm32k	1	997	1298	1.302	4	698	612996	9.733
spm32k	spm 32k	en-ja	IKUN-C	spm32k	1	997	1290	1.294	4	723	635450	9.609
spm32k	spm 32k	en-ja	IOL-Research	spm32k	1	997	1658	1.663	4	903	1008510	9.875
spm32k	spm 32k	en-ja	NTTSU	spm32k	1	997	1562	1.567	4	825	867214	9.955
spm32k	spm 32k	en-ja	NVIDIA-NeMo	spm32k	1	997	2557	2.565	4	1419	2504845	10.606
spm32k	spm 32k	en-ja	Team-J	spm32k	1	997	1372	1.376	4	736	678474	10.115
spm32k	spm 32k	en-ja	Unbabel-Tower70B	spm32k	1	997	1344	1.348	4	755	689250	10.264
spm32k	spm 32k	en-ja	UvA-MT	spm32k	1	997	4968	4.983	4	1838	6953960	9.911
spm32k	spm 32k	en-ja	Aya23	spm32k	1	997	1430	1.434	4	742	709994	10.082
spm32k	spm 32k	en-ja	CommandR-plus	spm32k	1	997	1491	1.495	4	771	767735	10.2
spm32k	spm 32k	en-ja	ONLINE-W	spm32k	1	997	1289	1.293	4	680	587373	9.03
spm32k	spm 32k	en-ja	ONLINE-B	spm32k	1	997	2050	2.056	4	1066	1473802	9.855
spm32k	spm 32k	en-ja	Llama3-70B	spm32k	1	997	1498	1.503	4	902	934012	10.051
spm32k	spm 32k	en-ja	ONLINE-A	spm32k	1	997	1332	1.336	4	742	670602	9.836
spm32k	spm 32k	en-ja	ONLINE-G	spm32k	1	997	2494	2.502	4	800	1649630	10.729
spm32k	spm 32k	en-ja	Gemini-1.5-Pro	spm32k	1	997	2713	2.721	4	1623	3151623	10.82
spm32k	spm 32k	en-ja	Mistral-Large	spm32k	1	997	1409	1.413	4	782	744975	9.986
spm32k	spm 32k	en-ja	Claude-3.5	spm32k	1	997	2077	2.083	4	1041	1477481	10.067
spm32k	spm 32k	en-ja	GPT-4	spm32k	1	997	1342	1.346	4	723	650862	9.991
spm32k	spm 32k	en-ja	Phi-3-Medium	spm32k	1	997	1277	1.281	4	715	618759	9.978
spm32k	spm 32k	en-ru	CUNI-DS	spm32k	1	997	27631	27.714	4	7863	192239321	11.768
spm32k	spm 32k	en-ru	CycleL	spm32k	1	997	28267	28.352	4	8464	202441803	13.648
spm32k	spm 32k	en-ru	CycleL2	spm32k	1	997	25872	25.95	4	9053	176589770	12.165
spm32k	spm 32k	en-ru	Dubformer	spm32k	1	997	27491	27.574	4	7324	189369107	12.053
spm32k	spm 32k	en-ru	IKUN	spm32k	1	997	28193	28.278	4	7436	199076805	12.048
spm32k	spm 32k	en-ru	IKUN-C	spm32k	1	997	28096	28.181	4	7431	197693734	12.06
spm32k	spm 32k	en-ru	IOL-Research	spm32k	1	997	28528	28.614	4	7544	203847040	12.184
spm32k	spm 32k	en-ru	NVIDIA-NeMo	spm32k	1	997	29058	29.145	4	7945	211775148	12.044
spm32k	spm 32k	en-ru	TranssionMT	spm32k	1	997	28540	28.626	4	7514	203980638	12.328
spm32k	spm 32k	en-ru	TSU-HITs	spm32k	1	997	20091	20.151	4	5449	101460475	9.567
spm32k	spm 32k	en-ru	Unbabel-Tower70B	spm32k	1	997	29016	29.103	4	7825	211139866	12.563
spm32k	spm 32k	en-ru	Yandex	spm32k	1	997	29251	29.339	4	7892	214549665	12.402
spm32k	spm 32k	en-ru	Aya23	spm32k	1	997	28881	28.968	4	7539	208837907	12.39
spm32k	spm 32k	en-ru	CommandR-plus	spm32k	1	997	29018	29.105	4	7668	210994770	12.432
spm32k	spm 32k	en-ru	ONLINE-W	spm32k	1	997	28346	28.431	4	7490	201328114	12.119
spm32k	spm 32k	en-ru	ONLINE-B	spm32k	1	997	28545	28.631	4	7526	204056689	12.315
spm32k	spm 32k	en-ru	Llama3-70B	spm32k	1	997	28756	28.843	4	7686	207167122	12.357
spm32k	spm 32k	en-ru	ONLINE-A	spm32k	1	997	29172	29.26	4	7667	213110046	12.58
spm32k	spm 32k	en-ru	ONLINE-G	spm32k	1	997	29497	29.586	4	7868	218036433	12.638
spm32k	spm 32k	en-ru	Gemini-1.5-Pro	spm32k	1	997	30331	30.422	4	9237	233939803	12.883
spm32k	spm 32k	en-ru	Mistral-Large	spm32k	1	997	29530	29.619	4	8100	218788882	12.78
spm32k	spm 32k	en-ru	Claude-3.5	spm32k	1	997	29095	29.183	4	7974	212490117	12.608
spm32k	spm 32k	en-ru	GPT-4	spm32k	1	997	28477	28.563	4	7628	203219793	12.28
spm32k	spm 32k	en-ru	Phi-3-Medium	spm32k	1	997	28480	28.566	4	7567	203147178	12.346
spm32k	spm 32k	en-uk	CycleL	spm32k	1	997	25983	26.061	4	8003	171931435	15.182
spm32k	spm 32k	en-uk	Dubformer	spm32k	1	997	27477	27.56	4	7282	189091849	26.558
spm32k	spm 32k	en-uk	IKUN	spm32k	1	997	27608	27.691	4	7305	190954436	41.921
spm32k	spm 32k	en-uk	IKUN-C	spm32k	1	997	27453	27.536	4	7227	188651835	42.602
spm32k	spm 32k	en-uk	IOL-Research	spm32k	1	997	27911	27.995	4	7321	195055091	65.629
spm32k	spm 32k	en-uk	NVIDIA-NeMo	spm32k	1	997	28640	28.726	4	7814	205690038	51.522
spm32k	spm 32k	en-uk	TranssionMT	spm32k	1	997	28685	28.771	4	7573	206031355	50.941
spm32k	spm 32k	en-uk	Unbabel-Tower70B	spm32k	1	997	28394	28.479	4	7667	202188940	39.772
spm32k	spm 32k	en-uk	Aya23	spm32k	1	997	28269	28.354	4	7429	200083947	38.637
spm32k	spm 32k	en-uk	CommandR-plus	spm32k	1	997	28149	28.234	4	7468	198512547	39.601
spm32k	spm 32k	en-uk	ONLINE-W	spm32k	1	997	28090	28.175	4	7374	197612582	43.021
spm32k	spm 32k	en-uk	ONLINE-B	spm32k	1	997	27710	27.793	4	7250	192224302	38.842
spm32k	spm 32k	en-uk	Llama3-70B	spm32k	1	997	28434	28.52	4	7565	202505334	40.014
spm32k	spm 32k	en-uk	ONLINE-A	spm32k	1	997	28455	28.541	4	7466	202683261	39.877
spm32k	spm 32k	en-uk	ONLINE-G	spm32k	1	997	28938	29.025	4	7714	209853482	41.506
spm32k	spm 32k	en-uk	Gemini-1.5-Pro	spm32k	1	997	30461	30.553	4	9331	236053955	44.472
spm32k	spm 32k	en-uk	Mistral-Large	spm32k	1	997	28365	28.45	4	7650	201670781	39.077
spm32k	spm 32k	en-uk	Claude-3.5	spm32k	1	997	28275	28.36	4	7635	200449331	40.054
spm32k	spm 32k	en-uk	GPT-4	spm32k	1	997	28340	28.425	4	7520	201166234	39.928
spm32k	spm 32k	en-uk	Phi-3-Medium	spm32k	1	997	30628	30.72	4	8068	234831024	45.474
spm32k	spm 32k	en-zh	CycleL	spm32k	1	997	4159	4.172	4	1462	4606813	18.45
spm32k	spm 32k	en-zh	CycleL2	spm32k	1	997	6974	6.995	4	2477	13391788	17.56
spm32k	spm 32k	en-zh	HW-TSC	spm32k	1	997	1946	1.952	4	892	1195990	22.651
spm32k	spm 32k	en-zh	IKUN	spm32k	1	997	1377	1.381	4	741	685449	17.669
spm32k	spm 32k	en-zh	IKUN-C	spm32k	1	997	1401	1.405	4	746	702999	15.904
spm32k	spm 32k	en-zh	IOL-Research	spm32k	1	997	1291	1.295	4	713	620789	16.193
spm32k	spm 32k	en-zh	NVIDIA-NeMo	spm32k	1	997	3642	3.653	4	1812	4577450	16.338
spm32k	spm 32k	en-zh	Unbabel-Tower70B	spm32k	1	997	1902	1.908	4	997	1277498	16.62
spm32k	spm 32k	en-zh	UvA-MT	spm32k	1	997	6841	6.862	4	2394	12346543	20.747
spm32k	spm 32k	en-zh	Aya23	spm32k	1	997	1532	1.537	4	773	791554	16.193
spm32k	spm 32k	en-zh	CommandR-plus	spm32k	1	997	1885	1.891	4	902	1139655	17.422
spm32k	spm 32k	en-zh	ONLINE-W	spm32k	1	997	2534	2.542	4	1052	1897470	16.827
spm32k	spm 32k	en-zh	ONLINE-B	spm32k	1	997	2404	2.411	4	1040	1777986	16.222
spm32k	spm 32k	en-zh	Llama3-70B	spm32k	1	997	1471	1.475	4	832	830515	16.558
spm32k	spm 32k	en-zh	ONLINE-A	spm32k	1	997	1929	1.935	4	961	1241387	16.22
spm32k	spm 32k	en-zh	ONLINE-G	spm32k	1	997	2480	2.487	4	799	1628962	16.574
spm32k	spm 32k	en-zh	Gemini-1.5-Pro	spm32k	1	997	2796	2.804	4	1686	3286152	18.617
spm32k	spm 32k	en-zh	Mistral-Large	spm32k	1	997	1835	1.841	4	1188	1558325	17.194
spm32k	spm 32k	en-zh	Claude-3.5	spm32k	1	997	2200	2.207	4	918	1677230	19.765
spm32k	spm 32k	en-zh	GPT-4	spm32k	1	997	1334	1.338	4	706	634364	17.718
spm32k	spm 32k	en-zh	Phi-3-Medium	spm32k	1	997	1339	1.343	4	708	636125	36.782
spm32k	spm 32k	ja-zh	CycleL	spm32k	1	721	7374	10.227	3	2727	18456278	89.346
spm32k	spm 32k	ja-zh	DLUT-GTCOM	spm32k	1	721	891	1.236	3	384	284045	37.913
spm32k	spm 32k	ja-zh	IKUN	spm32k	1	721	947	1.313	3	375	310945	43.451
spm32k	spm 32k	ja-zh	IKUN-C	spm32k	1	721	901	1.25	3	359	281595	62.164
spm32k	spm 32k	ja-zh	IOL-Research	spm32k	1	721	834	1.157	3	342	247796	65.86
spm32k	spm 32k	ja-zh	MSLC	spm32k	1	721	820	1.137	3	332	240248	57.283
spm32k	spm 32k	ja-zh	NTTSU	spm32k	1	721	985	1.366	3	353	325203	62.861
spm32k	spm 32k	ja-zh	Team-J	spm32k	1	721	1707	2.368	3	882	1122561	68.789
spm32k	spm 32k	ja-zh	Unbabel-Tower70B	spm32k	1	721	871	1.208	3	351	264673	70.238
spm32k	spm 32k	ja-zh	UvA-MT	spm32k	1	721	4681	6.492	3	2476	8571529	66.579
spm32k	spm 32k	ja-zh	Aya23	spm32k	1	721	1129	1.566	3	429	430841	73.433
spm32k	spm 32k	ja-zh	CommandR-plus	spm32k	1	721	975	1.352	3	365	319787	67.609
spm32k	spm 32k	ja-zh	ONLINE-W	spm32k	1	721	2485	3.447	3	1489	2717547	71.364
spm32k	spm 32k	ja-zh	ONLINE-B	spm32k	1	721	1423	1.974	3	630	713845	73.876
spm32k	spm 32k	ja-zh	Llama3-70B	spm32k	1	721	1074	1.49	3	379	386558	60.595
spm32k	spm 32k	ja-zh	ONLINE-A	spm32k	1	721	2310	3.204	3	929	1820762	61.681
spm32k	spm 32k	ja-zh	ONLINE-G	spm32k	1	721	1252	1.736	3	435	523514	61.465
spm32k	spm 32k	ja-zh	Gemini-1.5-Pro	spm32k	1	721	1387	1.924	3	511	645457	65.153
spm32k	spm 32k	ja-zh	Mistral-Large	spm32k	1	721	1127	1.563	3	513	472069	94.819
spm32k	spm 32k	ja-zh	Claude-3.5	spm32k	1	721	1119	1.552	3	391	418755	94.668
spm32k	spm 32k	ja-zh	GPT-4	spm32k	1	721	842	1.168	3	352	254036	97.074
spm32k	spm 32k	ja-zh	Phi-3-Medium	spm32k	1	721	906	1.257	3	350	279806	97.939
spm64k	spm 64k	cs-uk	BJFU-LPT	spm64k	1	2316	24742	10.683	5	6254	128749056	8.19
spm64k	spm 64k	cs-uk	CUNI-Transformer	spm64k	1	2316	28738	12.408	5	6854	169538818	8.777
spm64k	spm 64k	cs-uk	CycleL	spm64k	1	2316	22513	9.721	5	6142	105763111	7.882
spm64k	spm 64k	cs-uk	IKUN	spm64k	1	2316	28871	12.466	5	6855	171006579	8.892
spm64k	spm 64k	cs-uk	IKUN-C	spm64k	1	2316	24802	10.709	5	6678	127648154	7.863
spm64k	spm 64k	cs-uk	IOL-Research	spm64k	1	2316	28785	12.429	5	6831	169991221	8.882
spm64k	spm 64k	cs-uk	TranssionMT	spm64k	1	2316	28543	12.324	5	6787	167309007	8.863
spm64k	spm 64k	cs-uk	Unbabel-Tower70B	spm64k	1	2316	29942	12.928	5	7054	183685608	9.215
spm64k	spm 64k	cs-uk	Aya23	spm64k	1	2316	29078	12.555	5	6874	173153986	9.078
spm64k	spm 64k	cs-uk	CommandR-plus	spm64k	1	2316	29355	12.675	5	6996	176789167	9.081
spm64k	spm 64k	cs-uk	ONLINE-W	spm64k	1	2316	29050	12.543	5	6939	173361180	8.99
spm64k	spm 64k	cs-uk	ONLINE-B	spm64k	1	2316	28565	12.334	5	6789	167574371	8.882
spm64k	spm 64k	cs-uk	Llama3-70B	spm64k	1	2316	28874	12.467	5	6902	171018514	9.014
spm64k	spm 64k	cs-uk	ONLINE-A	spm64k	1	2316	29383	12.687	5	6942	177167997	9.668
spm64k	spm 64k	cs-uk	ONLINE-G	spm64k	1	2316	29481	12.729	5	7022	178192527	9.374
spm64k	spm 64k	cs-uk	Gemini-1.5-Pro	spm64k	1	2316	34431	14.867	5	10963	260032261	10.798
spm64k	spm 64k	cs-uk	Mistral-Large	spm64k	1	2316	30563	13.196	5	7686	192684373	9.482
spm64k	spm 64k	cs-uk	Claude-3.5	spm64k	1	2316	29655	12.804	5	6964	180282593	9.089
spm64k	spm 64k	cs-uk	GPT-4	spm64k	1	2316	29339	12.668	5	6937	176308069	8.99
spm64k	spm 64k	cs-uk	Phi-3-Medium	spm64k	1	2316	30439	13.143	5	7821	192392763	9.499
spm64k	spm 64k	en-cs	CUNI-DocTransformer	spm64k	1	997	28138	28.223	4	7378	198199138	12.159
spm64k	spm 64k	en-cs	CUNI-GA	spm64k	1	997	28976	29.063	4	7829	210451926	12.328
spm64k	spm 64k	en-cs	CUNI-MH	spm64k	1	997	29298	29.386	4	7705	215185126	12.547
spm64k	spm 64k	en-cs	CUNI-Transformer	spm64k	1	997	27808	27.892	4	7317	193654510	11.971
spm64k	spm 64k	en-cs	CycleL	spm64k	1	997	28803	28.89	4	8719	210558891	13.523
spm64k	spm 64k	en-cs	CycleL2	spm64k	1	997	27860	27.944	4	7696	194811216	13.374
spm64k	spm 64k	en-cs	IKUN	spm64k	1	997	27884	27.968	4	7395	194785782	12.024
spm64k	spm 64k	en-cs	IKUN-C	spm64k	1	997	27267	27.349	4	7242	186214481	11.746
spm64k	spm 64k	en-cs	IOL-Research	spm64k	1	997	27875	27.959	4	7358	194620245	11.926
spm64k	spm 64k	en-cs	NVIDIA-NeMo	spm64k	1	997	28224	28.309	4	7739	199851298	11.765
spm64k	spm 64k	en-cs	SCIR-MT	spm64k	1	997	28283	28.368	4	7605	200597799	12.196
spm64k	spm 64k	en-cs	TranssionMT	spm64k	1	997	28649	28.735	4	7586	205572921	12.28
spm64k	spm 64k	en-cs	TSU-HITs	spm64k	1	997	18495	18.551	4	5445	86798859	8.518
spm64k	spm 64k	en-cs	Unbabel-Tower70B	spm64k	1	997	28678	28.764	4	7792	206349402	12.204
spm64k	spm 64k	en-cs	Aya23	spm64k	1	997	28132	28.217	4	7431	198277494	11.962
spm64k	spm 64k	en-cs	CommandR-plus	spm64k	1	997	28674	28.76	4	7639	206015932	12.171
spm64k	spm 64k	en-cs	ONLINE-W	spm64k	1	997	28259	28.344	4	7413	199994799	11.996
spm64k	spm 64k	en-cs	ONLINE-B	spm64k	1	997	27715	27.798	4	7287	192343073	11.894
spm64k	spm 64k	en-cs	Llama3-70B	spm64k	1	997	28244	28.329	4	7679	200037684	12.219
spm64k	spm 64k	en-cs	ONLINE-A	spm64k	1	997	28441	28.527	4	7479	202563267	11.945
spm64k	spm 64k	en-cs	ONLINE-G	spm64k	1	997	27595	27.678	4	7389	190843371	11.72
spm64k	spm 64k	en-cs	Gemini-1.5-Pro	spm64k	1	997	31991	32.087	4	10764	266259225	12.956
spm64k	spm 64k	en-cs	Mistral-Large	spm64k	1	997	29228	29.316	4	8123	214535490	12.252
spm64k	spm 64k	en-cs	Claude-3.5	spm64k	1	997	28343	28.428	4	7742	201613657	12.022
spm64k	spm 64k	en-cs	GPT-4	spm64k	1	997	28062	28.146	4	7491	197333990	11.958
spm64k	spm 64k	en-cs	Phi-3-Medium	spm64k	1	997	29860	29.95	4	8207	224426588	12.8
spm64k	spm 64k	en-de	AIST-AIRC	spm64k	1	997	31031	31.124	4	8132	240918625	7.47
spm64k	spm 64k	en-de	CUNI-NL	spm64k	1	997	29483	29.572	4	7911	217833675	6.993
spm64k	spm 64k	en-de	CycleL	spm64k	1	997	29189	29.277	4	8238	214205105	7.261
spm64k	spm 64k	en-de	CycleL2	spm64k	1	997	29189	29.277	4	8238	214205105	7.26
spm64k	spm 64k	en-de	Dubformer	spm64k	1	997	30908	31.001	4	8317	239291922	7.322
spm64k	spm 64k	en-de	IKUN	spm64k	1	997	31954	32.05	4	8475	255596858	7.438
spm64k	spm 64k	en-de	IKUN-C	spm64k	1	997	31741	31.837	4	8343	252139811	7.39
spm64k	spm 64k	en-de	IOL-Research	spm64k	1	997	32024	32.12	4	8435	256651446	7.424
spm64k	spm 64k	en-de	MSLC	spm64k	1	997	31581	31.676	4	8173	249455675	7.378
spm64k	spm 64k	en-de	NVIDIA-NeMo	spm64k	1	997	32163	32.26	4	8739	259278179	7.274
spm64k	spm 64k	en-de	Occiglot	spm64k	1	997	31337	31.431	4	9646	249909039	7.591
spm64k	spm 64k	en-de	TranssionMT	spm64k	1	997	31997	32.093	4	8581	256424027	7.485
spm64k	spm 64k	en-de	TSU-HITs	spm64k	1	997	22481	22.549	4	6031	126660015	5.779
spm64k	spm 64k	en-de	Unbabel-Tower70B	spm64k	1	997	32362	32.459	4	8766	262475290	7.547
spm64k	spm 64k	en-de	Aya23	spm64k	1	997	32438	32.536	4	8591	263389626	7.613
spm64k	spm 64k	en-de	CommandR-plus	spm64k	1	997	32878	32.977	4	8769	270661722	7.669
spm64k	spm 64k	en-de	ONLINE-W	spm64k	1	997	32497	32.595	4	8582	264324951	7.517
spm64k	spm 64k	en-de	ONLINE-B	spm64k	1	997	31990	32.086	4	8566	256293516	7.5
spm64k	spm 64k	en-de	Llama3-70B	spm64k	1	997	32112	32.209	4	8512	258118262	7.641
spm64k	spm 64k	en-de	ONLINE-A	spm64k	1	997	32331	32.428	4	8489	261568035	7.506
spm64k	spm 64k	en-de	ONLINE-G	spm64k	1	997	31912	32.008	4	8411	254856526	7.572
spm64k	spm 64k	en-de	Gemini-1.5-Pro	spm64k	1	997	33241	33.341	4	9321	277681343	7.972
spm64k	spm 64k	en-de	Mistral-Large	spm64k	1	997	33285	33.385	4	9060	277731909	7.699
spm64k	spm 64k	en-de	Claude-3.5	spm64k	1	997	32651	32.749	4	8788	267067075	7.729
spm64k	spm 64k	en-de	GPT-4	spm64k	1	997	32329	32.426	4	8659	261771319	8.631
spm64k	spm 64k	en-de	Phi-3-Medium	spm64k	1	997	32434	32.532	4	8606	263333172	7.634
spm64k	spm 64k	en-es	CycleL	spm64k	1	997	27628	27.711	4	8730	195491312	8.223
spm64k	spm 64k	en-es	Dubformer	spm64k	1	997	32444	32.542	4	8706	264003306	6.91
spm64k	spm 64k	en-es	IKUN	spm64k	1	997	33631	33.732	4	9275	284112803	7.032
spm64k	spm 64k	en-es	IKUN-C	spm64k	1	997	33267	33.367	4	9239	278197353	6.983
spm64k	spm 64k	en-es	IOL-Research	spm64k	1	997	33869	33.971	4	9418	288405839	7.076
spm64k	spm 64k	en-es	MSLC	spm64k	1	997	34833	34.938	4	9571	304633005	7.217
spm64k	spm 64k	en-es	NVIDIA-NeMo	spm64k	1	997	34850	34.955	4	9283	304972566	7.067
spm64k	spm 64k	en-es	Occiglot	spm64k	1	997	33803	33.905	4	9935	289727539	7.123
spm64k	spm 64k	en-es	TranssionMT	spm64k	1	997	34753	34.858	4	9575	303399931	7.258
spm64k	spm 64k	en-es	TSU-HITs	spm64k	1	997	21272	21.336	4	6743	116854180	4.7
spm64k	spm 64k	en-es	Unbabel-Tower70B	spm64k	1	997	35099	35.205	4	9612	309678721	7.342
spm64k	spm 64k	en-es	Aya23	spm64k	1	997	34168	34.271	4	9454	293382822	7.136
spm64k	spm 64k	en-es	CommandR-plus	spm64k	1	997	34688	34.792	4	9536	302497218	7.28
spm64k	spm 64k	en-es	ONLINE-W	spm64k	1	997	33783	33.885	4	9321	286699427	7.093
spm64k	spm 64k	en-es	ONLINE-B	spm64k	1	997	33745	33.847	4	9323	286076045	7.307
spm64k	spm 64k	en-es	Llama3-70B	spm64k	1	997	34448	34.552	4	9348	297931336	7.245
spm64k	spm 64k	en-es	ONLINE-A	spm64k	1	997	34587	34.691	4	9542	300492815	7.212
spm64k	spm 64k	en-es	ONLINE-G	spm64k	1	997	34057	34.159	4	9302	291299341	7.15
