variant	variant_label	langpair	system	segmenter	ok	n_segments	total_words	avg_words_per_seg	n_domains	max_domain_words	sum_domain_sq	wall_seconds
none	fixed (none)	en-cs	CUNI-GA	none	1	997	28976	29.063	4	7829	210451926	1.825
none	fixed (none)	en-cs	CUNI-MH	none	1	997	29298	29.386	4	7705	215185126	1.859
none	fixed (none)	en-cs	CUNI-Transformer	none	1	997	27808	27.892	4	7317	193654510	1.777
none	fixed (none)	en-cs	CycleL	none	1	997	28803	28.89	4	8719	210558891	1.96
none	fixed (none)	en-cs	CycleL2	none	1	997	27860	27.944	4	7696	194811216	1.865
none	fixed (none)	en-cs	IKUN	none	1	997	27884	27.968	4	7395	194785782	1.769
none	fixed (none)	en-cs	IKUN-C	none	1	997	27267	27.349	4	7242	186214481	1.734
none	fixed (none)	en-cs	IOL-Research	none	1	997	27875	27.959	4	7358	194620245	1.764
none	fixed (none)	en-cs	NVIDIA-NeMo	none	1	997	28224	28.309	4	7739	199851298	1.799
none	fixed (none)	en-cs	SCIR-MT	none	1	997	28283	28.368	4	7605	200597799	1.8
none	fixed (none)	en-cs	TranssionMT	none	1	997	28649	28.735	4	7586	205572921	1.819
none	fixed (none)	en-cs	TSU-HITs	none	1	997	18495	18.551	4	5445	86798859	1.413
none	fixed (none)	en-cs	Unbabel-Tower70B	none	1	997	28678	28.764	4	7792	206349402	1.827
none	fixed (none)	en-cs	Aya23	none	1	997	28132	28.217	4	7431	198277494	1.788
none	fixed (none)	en-cs	CommandR-plus	none	1	997	28674	28.76	4	7639	206015932	1.814
none	fixed (none)	en-cs	ONLINE-W	none	1	997	28259	28.344	4	7413	199994799	1.788
none	fixed (none)	en-cs	ONLINE-B	none	1	997	27715	27.798	4	7287	192343073	1.754
none	fixed (none)	en-cs	Llama3-70B	none	1	997	28244	28.329	4	7679	200037684	1.797
none	fixed (none)	en-cs	ONLINE-A	none	1	997	28441	28.527	4	7479	202563267	1.83
none	fixed (none)	en-cs	ONLINE-G	none	1	997	27595	27.678	4	7389	190843371	1.787
none	fixed (none)	en-cs	Gemini-1.5-Pro	none	1	997	31991	32.087	4	10764	266259225	1.995
none	fixed (none)	en-cs	Mistral-Large	none	1	997	29228	29.316	4	8123	214535490	1.832
none	fixed (none)	en-cs	Claude-3.5	none	1	997	28343	28.428	4	7742	201613657	1.792
none	fixed (none)	en-cs	GPT-4	none	1	997	28062	28.146	4	7491	197333990	1.765
none	fixed (none)	en-cs	Phi-3-Medium	none	1	997	29860	29.95	4	8207	224426588	1.843
none	fixed (none)	en-de	AIST-AIRC	none	1	997	31031	31.124	4	8132	240918625	2.247
none	fixed (none)	en-de	CUNI-NL	none	1	997	29483	29.572	4	7911	217833675	2.011
none	fixed (none)	en-de	CycleL	none	1	997	29189	29.277	4	8238	214205105	2.075
none	fixed (none)	en-de	CycleL2	none	1	997	29189	29.277	4	8238	214205105	2.029
none	fixed (none)	en-de	Dubformer	none	1	997	30908	31.001	4	8317	239291922	2.066
none	fixed (none)	en-de	IKUN	none	1	997	31954	32.05	4	8475	255596858	2.115
none	fixed (none)	en-de	IKUN-C	none	1	997	31741	31.837	4	8343	252139811	2.105
none	fixed (none)	en-de	IOL-Research	none	1	997	32024	32.12	4	8435	256651446	2.151
none	fixed (none)	en-de	MSLC	none	1	997	31581	31.676	4	8173	249455675	2.097
none	fixed (none)	en-de	NVIDIA-NeMo	none	1	997	32163	32.26	4	8739	259278179	2.165
none	fixed (none)	en-de	Occiglot	none	1	997	31337	31.431	4	9646	249909039	2.115
none	fixed (none)	en-de	TranssionMT	none	1	997	31997	32.093	4	8581	256424027	2.124
none	fixed (none)	en-de	TSU-HITs	none	1	997	22481	22.549	4	6031	126660015	1.752
none	fixed (none)	en-de	Unbabel-Tower70B	none	1	997	32362	32.459	4	8766	262475290	2.19
none	fixed (none)	en-de	Aya23	none	1	997	32438	32.536	4	8591	263389626	2.187
none	fixed (none)	en-de	CommandR-plus	none	1	997	32878	32.977	4	8769	270661722	2.175
none	fixed (none)	en-de	ONLINE-W	none	1	997	32497	32.595	4	8582	264324951	2.172
none	fixed (none)	en-de	ONLINE-B	none	1	997	31990	32.086	4	8566	256293516	2.126
none	fixed (none)	en-de	Llama3-70B	none	1	997	32112	32.209	4	8512	258118262	2.125
none	fixed (none)	en-de	ONLINE-A	none	1	997	32331	32.428	4	8489	261568035	2.133
none	fixed (none)	en-de	ONLINE-G	none	1	997	31912	32.008	4	8411	254856526	2.125
none	fixed (none)	en-de	Gemini-1.5-Pro	none	1	997	33241	33.341	4	9321	277681343	2.197
none	fixed (none)	en-de	Mistral-Large	none	1	997	33285	33.385	4	9060	277731909	2.209
none	fixed (none)	en-de	Claude-3.5	none	1	997	32651	32.749	4	8788	267067075	2.192
none	fixed (none)	en-de	GPT-4	none	1	997	32329	32.426	4	8659	261771319	2.171
none	fixed (none)	en-de	Phi-3-Medium	none	1	997	32434	32.532	4	8606	263333172	2.343
none	fixed (none)	en-es	CycleL	none	1	997	27628	27.711	4	8730	195491312	2.314
none	fixed (none)	en-es	Dubformer	none	1	997	32444	32.542	4	8706	264003306	2.291
none	fixed (none)	en-es	IKUN	none	1	997	33631	33.732	4	9275	284112803	2.371
none	fixed (none)	en-es	IKUN-C	none	1	997	33267	33.367	4	9239	278197353	2.317
none	fixed (none)	en-es	IOL-Research	none	1	997	33869	33.971	4	9418	288405839	2.387
none	fixed (none)	en-es	MSLC	none	1	997	34833	34.938	4	9571	304633005	2.382
none	fixed (none)	en-es	NVIDIA-NeMo	none	1	997	34850	34.955	4	9283	304972566	2.425
none	fixed (none)	en-es	Occiglot	none	1	997	33803	33.905	4	9935	289727539	2.378
none	fixed (none)	en-es	TranssionMT	none	1	997	34753	34.858	4	9575	303399931	2.417
none	fixed (none)	en-es	TSU-HITs	none	1	997	21272	21.336	4	6743	116854180	1.709
none	fixed (none)	en-es	Unbabel-Tower70B	none	1	997	35099	35.205	4	9612	309678721	2.449
none	fixed (none)	en-es	Aya23	none	1	997	34168	34.271	4	9454	293382822	2.372
none	fixed (none)	en-es	CommandR-plus	none	1	997	34688	34.792	4	9536	302497218	2.402
none	fixed (none)	en-es	ONLINE-W	none	1	997	33783	33.885	4	9321	286699427	2.387
none	fixed (none)	en-es	ONLINE-B	none	1	997	33745	33.847	4	9323	286076045	2.401
none	fixed (none)	en-es	Llama3-70B	none	1	997	34448	34.552	4	9348	297931336	2.392
none	fixed (none)	en-es	ONLINE-A	none	1	997	34587	34.691	4	9542	300492815	2.408
none	fixed (none)	en-es	ONLINE-G	none	1	997	34057	34.159	4	9302	291299341	2.364
none	fixed (none)	en-es	Gemini-1.5-Pro	none	1	997	37588	37.701	4	12117	364703786	2.615
none	fixed (none)	en-es	Mistral-Large	none	1	997	34991	35.096	4	9467	307694403	2.469
none	fixed (none)	en-es	Claude-3.5	none	1	997	34799	34.904	4	9393	304080967	2.411
none	fixed (none)	en-es	GPT-4	none	1	997	34305	34.408	4	9396	295590843	2.376
none	fixed (none)	en-es	Phi-3-Medium	none	1	997	34344	34.447	4	9462	296404466	2.438
none	fixed (none)	en-hi	CycleL	none	1	997	36430	36.54	4	10462	334258558	3.351
none	fixed (none)	en-hi	IKUN	none	1	997	26625	26.705	4	9024	185012787	2.373
none	fixed (none)	en-hi	IKUN-C	none	1	997	32854	32.953	4	9695	275112286	2.725
none	fixed (none)	en-hi	IOL-Research	none	1	997	37430	37.543	4	9745	350605556	2.909
none	fixed (none)	en-hi	NVIDIA-NeMo	none	1	997	37892	38.006	4	10094	359535600	3.015
none	fixed (none)	en-hi	TranssionMT	none	1	997	38154	38.269	4	9936	364220402	2.952
none	fixed (none)	en-hi	Unbabel-Tower70B	none	1	997	38849	38.966	4	10302	377832105	3.055
none	fixed (none)	en-hi	Aya23	none	1	997	37267	37.379	4	9722	347564821	2.916
none	fixed (none)	en-hi	CommandR-plus	none	1	997	38417	38.533	4	10218	369605777	2.997
none	fixed (none)	en-hi	ONLINE-empty	none	1	997	0	0.0	4	0	0	0.249
none	fixed (none)	en-hi	ONLINE-B	none	1	997	38161	38.276	4	9944	364364563	3.044
none	fixed (none)	en-hi	Llama3-70B	none	1	997	36866	36.977	4	9911	340513260	2.95
none	fixed (none)	en-hi	ONLINE-A	none	1	997	38173	38.288	4	9944	364535765	2.97
none	fixed (none)	en-hi	ONLINE-G	none	1	997	39575	39.694	4	10463	391986999	3.138
none	fixed (none)	en-hi	Gemini-1.5-Pro	none	1	997	39028	39.145	4	10685	382033734	3.008
none	fixed (none)	en-hi	Mistral-Large	none	1	997	41047	41.171	4	11800	425326099	3.2
none	fixed (none)	en-hi	Claude-3.5	none	1	997	38555	38.671	4	10414	372579887	2.946
none	fixed (none)	en-hi	Phi-3-Medium	none	1	997	42412	42.54	4	11185	450892174	3.3
none	fixed (none)	en-is	AMI	none	1	997	31079	31.173	4	8317	241876589	2.374
none	fixed (none)	en-is	CycleL	none	1	997	29746	29.836	4	8293	222296406	2.349
none	fixed (none)	en-is	Dubformer	none	1	997	30597	30.689	4	8316	234676197	2.231
none	fixed (none)	en-is	IKUN	none	1	997	31758	31.854	4	8497	252617078	2.341
none	fixed (none)	en-is	IKUN-C	none	1	997	30592	30.684	4	8293	234547338	2.229
none	fixed (none)	en-is	IOL-Research	none	1	997	30752	30.845	4	8325	236992212	2.274
none	fixed (none)	en-is	TranssionMT	none	1	997	31268	31.362	4	8317	244784942	2.271
none	fixed (none)	en-is	TSU-HITs	none	1	997	14929	14.974	4	4423	56993583	1.388
none	fixed (none)	en-is	Unbabel-Tower70B	none	1	997	31701	31.796	4	8649	251945127	2.291
none	fixed (none)	en-is	Aya23	none	1	997	30644	30.736	4	8341	235392396	2.371
none	fixed (none)	en-is	CommandR-plus	none	1	997	31541	31.636	4	8675	249567229	2.362
none	fixed (none)	en-is	ONLINE-empty	none	1	997	0	0.0	4	0	0	0.2
none	fixed (none)	en-is	ONLINE-B	none	1	997	31270	31.364	4	8312	244812436	2.291
none	fixed (none)	en-is	Llama3-70B	none	1	997	30966	31.059	4	8438	240380910	2.287
none	fixed (none)	en-is	ONLINE-A	none	1	997	30803	30.896	4	8311	237704223	2.237
none	fixed (none)	en-is	ONLINE-G	none	1	997	30807	30.9	4	8307	237828897	2.283
none	fixed (none)	en-is	Mistral-Large	none	1	997	32777	32.876	4	9238	270036609	2.463
none	fixed (none)	en-is	GPT-4	none	1	997	31215	31.309	4	8539	244328321	2.268
none	fixed (none)	en-is	Phi-3-Medium	none	1	997	31135	31.229	4	8526	243806935	2.404
none	fixed (none)	en-ja	AIST-AIRC	none	1	997	3765	3.776	4	1285	3903259	0.313
none	fixed (none)	en-ja	CycleL	none	1	997	5199	5.215	4	2076	7685477	0.206
none	fixed (none)	en-ja	DLUT-GTCOM	none	1	997	1234	1.238	4	670	556860	0.191
none	fixed (none)	en-ja	IKUN	none	1	997	1298	1.302	4	698	612996	0.2
none	fixed (none)	en-ja	IKUN-C	none	1	997	1290	1.294	4	723	635450	0.2
none	fixed (none)	en-ja	IOL-Research	none	1	997	1658	1.663	4	903	1008510	0.2
none	fixed (none)	en-ja	NTTSU	none	1	997	1562	1.567	4	825	867214	0.202
none	fixed (none)	en-ja	NVIDIA-NeMo	none	1	997	2557	2.565	4	1419	2504845	0.208
none	fixed (none)	en-ja	Team-J	none	1	997	1372	1.376	4	736	678474	0.202
none	fixed (none)	en-ja	Unbabel-Tower70B	none	1	997	1344	1.348	4	755	689250	0.201
none	fixed (none)	en-ja	UvA-MT	none	1	997	4968	4.983	4	1838	6953960	0.215
none	fixed (none)	en-ja	Aya23	none	1	997	1430	1.434	4	742	709994	0.201
none	fixed (none)	en-ja	CommandR-plus	none	1	997	1491	1.495	4	771	767735	0.201
none	fixed (none)	en-ja	ONLINE-W	none	1	997	1289	1.293	4	680	587373	0.202
none	fixed (none)	en-ja	ONLINE-B	none	1	997	2050	2.056	4	1066	1473802	0.199
none	fixed (none)	en-ja	Llama3-70B	none	1	997	1498	1.503	4	902	934012	0.2
none	fixed (none)	en-ja	ONLINE-A	none	1	997	1332	1.336	4	742	670602	0.201
none	fixed (none)	en-ja	ONLINE-G	none	1	997	2494	2.502	4	800	1649630	0.205
none	fixed (none)	en-ja	Gemini-1.5-Pro	none	1	997	2713	2.721	4	1623	3151623	0.209
none	fixed (none)	en-ja	Mistral-Large	none	1	997	1409	1.413	4	782	744975	0.197
none	fixed (none)	en-ja	Claude-3.5	none	1	997	2077	2.083	4	1041	1477481	0.203
none	fixed (none)	en-ja	GPT-4	none	1	997	1342	1.346	4	723	650862	0.199
none	fixed (none)	en-ja	Phi-3-Medium	none	1	997	1277	1.281	4	715	618759	0.196
none	fixed (none)	en-ru	CUNI-DS	none	1	997	27631	27.714	4	7863	192239321	1.98
none	fixed (none)	en-ru	CycleL	none	1	997	28267	28.352	4	8464	202441803	1.902
none	fixed (none)	en-ru	CycleL2	none	1	997	25872	25.95	4	9053	176589770	1.776
none	fixed (none)	en-ru	Dubformer	none	1	997	27491	27.574	4	7324	189369107	1.74
none	fixed (none)	en-ru	IKUN	none	1	997	28193	28.278	4	7436	199076805	1.782
none	fixed (none)	en-ru	IKUN-C	none	1	997	28096	28.181	4	7431	197693734	1.792
none	fixed (none)	en-ru	IOL-Research	none	1	997	28528	28.614	4	7544	203847040	1.796
none	fixed (none)	en-ru	NVIDIA-NeMo	none	1	997	29058	29.145	4	7945	211775148	1.835
none	fixed (none)	en-ru	TranssionMT	none	1	997	28540	28.626	4	7514	203980638	1.778
none	fixed (none)	en-ru	TSU-HITs	none	1	997	20091	20.151	4	5449	101460475	1.462
none	fixed (none)	en-ru	Unbabel-Tower70B	none	1	997	29016	29.103	4	7825	211139866	1.783
none	fixed (none)	en-ru	Yandex	none	1	997	29251	29.339	4	7892	214549665	1.799
none	fixed (none)	en-ru	Aya23	none	1	997	28881	28.968	4	7539	208837907	1.79
none	fixed (none)	en-ru	CommandR-plus	none	1	997	29018	29.105	4	7668	210994770	1.824
none	fixed (none)	en-ru	ONLINE-W	none	1	997	28346	28.431	4	7490	201328114	1.758
none	fixed (none)	en-ru	ONLINE-B	none	1	997	28545	28.631	4	7526	204056689	1.758
none	fixed (none)	en-ru	Llama3-70B	none	1	997	28756	28.843	4	7686	207167122	1.777
none	fixed (none)	en-ru	ONLINE-A	none	1	997	29172	29.26	4	7667	213110046	1.777
none	fixed (none)	en-ru	ONLINE-G	none	1	997	29497	29.586	4	7868	218036433	1.811
none	fixed (none)	en-ru	Gemini-1.5-Pro	none	1	997	30331	30.422	4	9237	233939803	1.84
none	fixed (none)	en-ru	Mistral-Large	none	1	997	29530	29.619	4	8100	218788882	1.819
none	fixed (none)	en-ru	Claude-3.5	none	1	997	29095	29.183	4	7974	212490117	1.799
none	fixed (none)	en-ru	GPT-4	none	1	997	28477	28.563	4	7628	203219793	1.738
none	fixed (none)	en-ru	Phi-3-Medium	none	1	997	28480	28.566	4	7567	203147178	1.741
none	fixed (none)	en-uk	CycleL	none	1	997	25983	26.061	4	8003	171931435	1.901
none	fixed (none)	en-uk	Dubformer	none	1	997	27477	27.56	4	7282	189091849	1.723
none	fixed (none)	en-uk	IKUN	none	1	997	27608	27.691	4	7305	190954436	1.692
none	fixed (none)	en-uk	IKUN-C	none	1	997	27453	27.536	4	7227	188651835	1.727
none	fixed (none)	en-uk	IOL-Research	none	1	997	27911	27.995	4	7321	195055091	1.71
none	fixed (none)	en-uk	NVIDIA-NeMo	none	1	997	28640	28.726	4	7814	205690038	1.757
none	fixed (none)	en-uk	TranssionMT	none	1	997	28685	28.771	4	7573	206031355	1.748
none	fixed (none)	en-uk	Unbabel-Tower70B	none	1	997	28394	28.479	4	7667	202188940	1.739
none	fixed (none)	en-uk	Aya23	none	1	997	28269	28.354	4	7429	200083947	1.845
none	fixed (none)	en-uk	CommandR-plus	none	1	997	28149	28.234	4	7468	198512547	1.765
none	fixed (none)	en-uk	ONLINE-W	none	1	997	28090	28.175	4	7374	197612582	1.76
none	fixed (none)	en-uk	ONLINE-B	none	1	997	27710	27.793	4	7250	192224302	1.748
none	fixed (none)	en-uk	Llama3-70B	none	1	997	28434	28.52	4	7565	202505334	1.783
none	fixed (none)	en-uk	ONLINE-A	none	1	997	28455	28.541	4	7466	202683261	1.761
none	fixed (none)	en-uk	ONLINE-G	none	1	997	28938	29.025	4	7714	209853482	1.785
none	fixed (none)	en-uk	Gemini-1.5-Pro	none	1	997	30461	30.553	4	9331	236053955	1.882
none	fixed (none)	en-uk	Mistral-Large	none	1	997	28365	28.45	4	7650	201670781	1.779
none	fixed (none)	en-uk	Claude-3.5	none	1	997	28275	28.36	4	7635	200449331	1.744
none	fixed (none)	en-uk	GPT-4	none	1	997	28340	28.425	4	7520	201166234	1.755
none	fixed (none)	en-uk	Phi-3-Medium	none	1	997	30628	30.72	4	8068	234831024	1.906
none	fixed (none)	en-zh	CycleL	none	1	997	4159	4.172	4	1462	4606813	0.294
none	fixed (none)	en-zh	CycleL2	none	1	997	6974	6.995	4	2477	13391788	0.201
none	fixed (none)	en-zh	HW-TSC	none	1	997	1946	1.952	4	892	1195990	0.195
none	fixed (none)	en-zh	IKUN	none	1	997	1377	1.381	4	741	685449	0.182
none	fixed (none)	en-zh	IKUN-C	none	1	997	1401	1.405	4	746	702999	0.177
none	fixed (none)	en-zh	IOL-Research	none	1	997	1291	1.295	4	713	620789	0.179
none	fixed (none)	en-zh	NVIDIA-NeMo	none	1	997	3642	3.653	4	1812	4577450	0.203
none	fixed (none)	en-zh	Unbabel-Tower70B	none	1	997	1902	1.908	4	997	1277498	0.183
none	fixed (none)	en-zh	UvA-MT	none	1	997	6841	6.862	4	2394	12346543	0.207
none	fixed (none)	en-zh	Aya23	none	1	997	1532	1.537	4	773	791554	0.182
none	fixed (none)	en-zh	CommandR-plus	none	1	997	1885	1.891	4	902	1139655	0.172
none	fixed (none)	en-zh	ONLINE-W	none	1	997	2534	2.542	4	1052	1897470	0.173
none	fixed (none)	en-zh	ONLINE-B	none	1	997	2404	2.411	4	1040	1777986	0.179
none	fixed (none)	en-zh	Llama3-70B	none	1	997	1471	1.475	4	832	830515	0.188
none	fixed (none)	en-zh	ONLINE-A	none	1	997	1929	1.935	4	961	1241387	0.179
none	fixed (none)	en-zh	ONLINE-G	none	1	997	2480	2.487	4	799	1628962	0.179
none	fixed (none)	en-zh	Gemini-1.5-Pro	none	1	997	2796	2.804	4	1686	3286152	0.184
none	fixed (none)	en-zh	Mistral-Large	none	1	997	1835	1.841	4	1188	1558325	0.172
none	fixed (none)	en-zh	Claude-3.5	none	1	997	2200	2.207	4	918	1677230	0.176
none	fixed (none)	en-zh	GPT-4	none	1	997	1334	1.338	4	706	634364	0.165
none	fixed (none)	en-zh	Phi-3-Medium	none	1	997	1339	1.343	4	708	636125	0.178
none	fixed (none)	ja-zh	CycleL	none	1	721	7374	10.227	3	2727	18456278	0.278
none	fixed (none)	ja-zh	DLUT-GTCOM	none	1	721	891	1.236	3	384	284045	0.149
none	fixed (none)	ja-zh	IKUN	none	1	721	947	1.313	3	375	310945	0.145
none	fixed (none)	ja-zh	IKUN-C	none	1	721	901	1.25	3	359	281595	0.148
none	fixed (none)	ja-zh	IOL-Research	none	1	721	834	1.157	3	342	247796	0.148
none	fixed (none)	ja-zh	MSLC	none	1	721	820	1.137	3	332	240248	0.156
none	fixed (none)	ja-zh	NTTSU	none	1	721	985	1.366	3	353	325203	0.169
none	fixed (none)	ja-zh	Team-J	none	1	721	1707	2.368	3	882	1122561	0.159
none	fixed (none)	ja-zh	Unbabel-Tower70B	none	1	721	871	1.208	3	351	264673	0.149
none	fixed (none)	ja-zh	UvA-MT	none	1	721	4681	6.492	3	2476	8571529	0.164
none	fixed (none)	ja-zh	Aya23	none	1	721	1129	1.566	3	429	430841	0.154
none	fixed (none)	ja-zh	CommandR-plus	none	1	721	975	1.352	3	365	319787	0.149
none	fixed (none)	ja-zh	ONLINE-W	none	1	721	2485	3.447	3	1489	2717547	0.151
none	fixed (none)	ja-zh	ONLINE-B	none	1	721	1423	1.974	3	630	713845	0.15
none	fixed (none)	ja-zh	Llama3-70B	none	1	721	1074	1.49	3	379	386558	0.159
none	fixed (none)	ja-zh	ONLINE-A	none	1	721	2310	3.204	3	929	1820762	0.178
none	fixed (none)	ja-zh	ONLINE-G	none	1	721	1252	1.736	3	435	523514	0.156
none	fixed (none)	ja-zh	Gemini-1.5-Pro	none	1	721	1387	1.924	3	511	645457	0.16
none	fixed (none)	ja-zh	Mistral-Large	none	1	721	1127	1.563	3	513	472069	0.153
none	fixed (none)	ja-zh	Claude-3.5	none	1	721	1119	1.552	3	391	418755	0.15
none	fixed (none)	ja-zh	GPT-4	none	1	721	842	1.168	3	352	254036	0.146
none	fixed (none)	ja-zh	Phi-3-Medium	none	1	721	906	1.257	3	350	279806	0.151
spm32k	spm 32k	cs-uk	BJFU-LPT	spm32k	1	2316	24742	10.683	5	6254	128749056	12.538
spm32k	spm 32k	cs-uk	CUNI-Transformer	spm32k	1	2316	28738	12.408	5	6854	169538818	13.486
spm32k	spm 32k	cs-uk	CycleL	spm32k	1	2316	22513	9.721	5	6142	105763111	10.928
spm32k	spm 32k	cs-uk	IKUN	spm32k	1	2316	28871	12.466	5	6855	171006579	13.62
spm32k	spm 32k	cs-uk	IKUN-C	spm32k	1	2316	24802	10.709	5	6678	127648154	12.098
spm32k	spm 32k	cs-uk	IOL-Research	spm32k	1	2316	28785	12.429	5	6831	169991221	13.713
spm32k	spm 32k	cs-uk	TranssionMT	spm32k	1	2316	28543	12.324	5	6787	167309007	13.603
spm32k	spm 32k	cs-uk	Unbabel-Tower70B	spm32k	1	2316	29942	12.928	5	7054	183685608	14.168
spm32k	spm 32k	cs-uk	Aya23	spm32k	1	2316	29078	12.555	5	6874	173153986	13.724
spm32k	spm 32k	cs-uk	CommandR-plus	spm32k	1	2316	29355	12.675	5	6996	176789167	14.397
spm32k	spm 32k	cs-uk	ONLINE-W	spm32k	1	2316	29050	12.543	5	6939	173361180	14.37
spm32k	spm 32k	cs-uk	ONLINE-B	spm32k	1	2316	28565	12.334	5	6789	167574371	13.707
spm32k	spm 32k	cs-uk	Llama3-70B	spm32k	1	2316	28874	12.467	5	6902	171018514	13.698
spm32k	spm 32k	cs-uk	ONLINE-A	spm32k	1	2316	29383	12.687	5	6942	177167997	13.95
spm32k	spm 32k	cs-uk	ONLINE-G	spm32k	1	2316	29481	12.729	5	7022	178192527	14.084
spm32k	spm 32k	cs-uk	Gemini-1.5-Pro	spm32k	1	2316	34431	14.867	5	10963	260032261	16.288
spm32k	spm 32k	cs-uk	Mistral-Large	spm32k	1	2316	30563	13.196	5	7686	192684373	14.703
spm32k	spm 32k	cs-uk	Claude-3.5	spm32k	1	2316	29655	12.804	5	6964	180282593	14.122
spm32k	spm 32k	cs-uk	GPT-4	spm32k	1	2316	29339	12.668	5	6937	176308069	13.943
spm32k	spm 32k	cs-uk	Phi-3-Medium	spm32k	1	2316	30439	13.143	5	7821	192392763	15.38
spm32k	spm 32k	en-cs	CUNI-DocTransformer	spm32k	1	997	28138	28.223	4	7378	198199138	16.371
spm32k	spm 32k	en-cs	CUNI-GA	spm32k	1	997	28976	29.063	4	7829	210451926	16.674
spm32k	spm 32k	en-cs	CUNI-MH	spm32k	1	997	29298	29.386	4	7705	215185126	16.994
spm32k	spm 32k	en-cs	CUNI-Transformer	spm32k	1	997	27808	27.892	4	7317	193654510	16.207
spm32k	spm 32k	en-cs	CycleL	spm32k	1	997	28803	28.89	4	8719	210558891	18.576
spm32k	spm 32k	en-cs	CycleL2	spm32k	1	997	27860	27.944	4	7696	194811216	17.25
spm32k	spm 32k	en-cs	IKUN	spm32k	1	997	27884	27.968	4	7395	194785782	16.075
spm32k	spm 32k	en-cs	IKUN-C	spm32k	1	997	27267	27.349	4	7242	186214481	15.903
spm32k	spm 32k	en-cs	IOL-Research	spm32k	1	997	27875	27.959	4	7358	194620245	16.151
spm32k	spm 32k	en-cs	NVIDIA-NeMo	spm32k	1	997	28224	28.309	4	7739	199851298	15.934
spm32k	spm 32k	en-cs	SCIR-MT	spm32k	1	997	28283	28.368	4	7605	200597799	16.576
spm32k	spm 32k	en-cs	TranssionMT	spm32k	1	997	28649	28.735	4	7586	205572921	16.425
spm32k	spm 32k	en-cs	TSU-HITs	spm32k	1	997	18495	18.551	4	5445	86798859	11.659
spm32k	spm 32k	en-cs	Unbabel-Tower70B	spm32k	1	997	28678	28.764	4	7792	206349402	16.593
spm32k	spm 32k	en-cs	Aya23	spm32k	1	997	28132	28.217	4	7431	198277494	16.374
spm32k	spm 32k	en-cs	CommandR-plus	spm32k	1	997	28674	28.76	4	7639	206015932	16.555
spm32k	spm 32k	en-cs	ONLINE-W	spm32k	1	997	28259	28.344	4	7413	199994799	16.214
spm32k	spm 32k	en-cs	ONLINE-B	spm32k	1	997	27715	27.798	4	7287	192343073	16.224
spm32k	spm 32k	en-cs	Llama3-70B	spm32k	1	997	28244	28.329	4	7679	200037684	16.562
spm32k	spm 32k	en-cs	ONLINE-A	spm32k	1	997	28441	28.527	4	7479	202563267	16.277
spm32k	spm 32k	en-cs	ONLINE-G	spm32k	1	997	27595	27.678	4	7389	190843371	15.941
spm32k	spm 32k	en-cs	Gemini-1.5-Pro	spm32k	1	997	31991	32.087	4	10764	266259225	17.631
spm32k	spm 32k	en-cs	Mistral-Large	spm32k	1	997	29228	29.316	4	8123	214535490	16.664
spm32k	spm 32k	en-cs	Claude-3.5	spm32k	1	997	28343	28.428	4	7742	201613657	16.537
spm32k	spm 32k	en-cs	GPT-4	spm32k	1	997	28062	28.146	4	7491	197333990	16.484
spm32k	spm 32k	en-cs	Phi-3-Medium	spm32k	1	997	29860	29.95	4	8207	224426588	17.75
spm32k	spm 32k	en-de	AIST-AIRC	spm32k	1	997	31031	31.124	4	8132	240918625	10.859
spm32k	spm 32k	en-de	CUNI-NL	spm32k	1	997	29483	29.572	4	7911	217833675	10.355
spm32k	spm 32k	en-de	CycleL	spm32k	1	997	29189	29.277	4	8238	214205105	10.807
spm32k	spm 32k	en-de	CycleL2	spm32k	1	997	29189	29.277	4	8238	214205105	10.787
spm32k	spm 32k	en-de	Dubformer	spm32k	1	997	30908	31.001	4	8317	239291922	10.931
spm32k	spm 32k	en-de	IKUN	spm32k	1	997	31954	32.05	4	8475	255596858	11.05
spm32k	spm 32k	en-de	IKUN-C	spm32k	1	997	31741	31.837	4	8343	252139811	11.063
spm32k	spm 32k	en-de	IOL-Research	spm32k	1	997	32024	32.12	4	8435	256651446	11.068
spm32k	spm 32k	en-de	MSLC	spm32k	1	997	31581	31.676	4	8173	249455675	10.863
spm32k	spm 32k	en-de	NVIDIA-NeMo	spm32k	1	997	32163	32.26	4	8739	259278179	10.872
spm32k	spm 32k	en-de	Occiglot	spm32k	1	997	31337	31.431	4	9646	249909039	11.386
spm32k	spm 32k	en-de	TranssionMT	spm32k	1	997	31997	32.093	4	8581	256424027	11.19
spm32k	spm 32k	en-de	TSU-HITs	spm32k	1	997	22481	22.549	4	6031	126660015	8.477
spm32k	spm 32k	en-de	Unbabel-Tower70B	spm32k	1	997	32362	32.459	4	8766	262475290	11.335
spm32k	spm 32k	en-de	Aya23	spm32k	1	997	32438	32.536	4	8591	263389626	11.345
spm32k	spm 32k	en-de	CommandR-plus	spm32k	1	997	32878	32.977	4	8769	270661722	11.581
spm32k	spm 32k	en-de	ONLINE-W	spm32k	1	997	32497	32.595	4	8582	264324951	11.193
spm32k	spm 32k	en-de	ONLINE-B	spm32k	1	997	31990	32.086	4	8566	256293516	11.197
spm32k	spm 32k	en-de	Llama3-70B	spm32k	1	997	32112	32.209	4	8512	258118262	11.444
spm32k	spm 32k	en-de	ONLINE-A	spm32k	1	997	32331	32.428	4	8489	261568035	11.156
