label	langpair	system	segmenter	ok	n_boundaries	boundaries_correct	n_segments	segments_exact	total_words	avg_words_per_seg	n_domains	max_domain_words	sum_domain_sq	wall_seconds
legacy	en-zh	Gemini-1.5-Pro	none	1	993	143	997	5	2796	2.804	4	1686	3286152	0.23
legacy	en-zh	Mistral-Large	none	1	993	109	997	2	1835	1.841	4	1188	1558325	0.209
legacy	en-zh	Claude-3.5	none	1	993	7	997	5	2200	2.207	4	918	1677230	0.235
legacy	en-zh	GPT-4	none	1	993	92	997	3	1334	1.338	4	706	634364	0.209
legacy	en-zh	Phi-3-Medium	none	1	993	100	997	3	1339	1.343	4	708	636125	0.199
legacy	ja-zh	CycleL	none	1	718	44	721	1	7374	10.227	3	2727	18456278	0.314
legacy	ja-zh	DLUT-GTCOM	none	1	718	81	721	0	891	1.236	3	384	284045	0.17
legacy	ja-zh	IKUN	none	1	718	105	721	9	947	1.313	3	375	310945	0.172
legacy	ja-zh	IKUN-C	none	1	718	56	721	5	901	1.25	3	359	281595	0.168
legacy	ja-zh	IOL-Research	none	1	718	88	721	6	834	1.157	3	342	247796	0.173
legacy	ja-zh	MSLC	none	1	718	84	721	4	820	1.137	3	332	240248	0.185
legacy	ja-zh	NTTSU	none	1	718	42	721	21	985	1.366	3	353	325203	0.169
legacy	ja-zh	Team-J	none	1	718	79	721	0	1707	2.368	3	882	1122561	0.181
legacy	ja-zh	Unbabel-Tower70B	none	1	718	83	721	6	871	1.208	3	351	264673	0.161
legacy	ja-zh	UvA-MT	none	1	718	39	721	1	4681	6.492	3	2476	8571529	0.226
legacy	ja-zh	Aya23	none	1	718	79	721	2	1129	1.566	3	429	430841	0.168
legacy	ja-zh	CommandR-plus	none	1	718	52	721	3	975	1.352	3	365	319787	0.166
legacy	ja-zh	ONLINE-W	none	1	718	42	721	5	2485	3.447	3	1489	2717547	0.197
legacy	ja-zh	ONLINE-B	none	1	718	86	721	5	1423	1.974	3	630	713845	0.193
legacy	ja-zh	Llama3-70B	none	1	718	60	721	7	1074	1.49	3	379	386558	0.183
legacy	ja-zh	ONLINE-A	none	1	718	73	721	0	2310	3.204	3	929	1820762	0.207
legacy	ja-zh	ONLINE-G	none	1	718	26	721	3	1252	1.736	3	435	523514	0.179
legacy	ja-zh	Gemini-1.5-Pro	none	1	718	91	721	3	1387	1.924	3	511	645457	0.182
legacy	ja-zh	Mistral-Large	none	1	718	88	721	6	1127	1.563	3	513	472069	0.177
legacy	ja-zh	Claude-3.5	none	1	718	32	721	11	1119	1.552	3	391	418755	0.177
legacy	ja-zh	GPT-4	none	1	718	67	721	8	842	1.168	3	352	254036	0.171
legacy	ja-zh	Phi-3-Medium	none	1	718	63	721	15	906	1.257	3	350	279806	0.174
