label	langpair	system	segmenter	ok	n_boundaries	boundaries_correct	n_segments	segments_exact	total_words	avg_words_per_seg	n_domains	max_domain_words	sum_domain_sq	wall_seconds
spm64k	en-de	ONLINE-W	spm64k	1	993	874	997	783	32497	32.595	4	8582	264324951	7.517
spm64k	en-de	ONLINE-B	spm64k	1	993	891	997	801	31990	32.086	4	8566	256293516	7.5
spm64k	en-de	Llama3-70B	spm64k	1	993	869	997	778	32112	32.209	4	8512	258118262	7.641
spm64k	en-de	ONLINE-A	spm64k	1	993	865	997	764	32331	32.428	4	8489	261568035	7.506
spm64k	en-de	ONLINE-G	spm64k	1	993	863	997	763	31912	32.008	4	8411	254856526	7.572
spm64k	en-de	Gemini-1.5-Pro	spm64k	1	993	896	997	816	33241	33.341	4	9321	277681343	7.972
spm64k	en-de	Mistral-Large	spm64k	1	993	862	997	758	33285	33.385	4	9060	277731909	7.699
spm64k	en-de	Claude-3.5	spm64k	1	993	869	997	771	32651	32.749	4	8788	267067075	7.729
spm64k	en-de	GPT-4	spm64k	1	993	869	997	772	32329	32.426	4	8659	261771319	8.631
spm64k	en-de	Phi-3-Medium	spm64k	1	993	851	997	740	32434	32.532	4	8606	263333172	7.634
spm64k	en-es	CycleL	spm64k	1	993	442	997	323	27628	27.711	4	8730	195491312	8.223
spm64k	en-es	Dubformer	spm64k	1	993	943	997	900	32444	32.542	4	8706	264003306	6.91
spm64k	en-es	IKUN	spm64k	1	993	862	997	762	33631	33.732	4	9275	284112803	7.032
spm64k	en-es	IKUN-C	spm64k	1	993	889	997	806	33267	33.367	4	9239	278197353	6.983
spm64k	en-es	IOL-Research	spm64k	1	993	930	997	876	33869	33.971	4	9418	288405839	7.076
spm64k	en-es	MSLC	spm64k	1	993	874	997	786	34833	34.938	4	9571	304633005	7.217
spm64k	en-es	NVIDIA-NeMo	spm64k	1	993	885	997	799	34850	34.955	4	9283	304972566	7.067
spm64k	en-es	Occiglot	spm64k	1	993	743	997	572	33803	33.905	4	9935	289727539	7.123
spm64k	en-es	TranssionMT	spm64k	1	993	932	997	879	34753	34.858	4	9575	303399931	7.258
spm64k	en-es	TSU-HITs	spm64k	1	993	584	997	364	21272	21.336	4	6743	116854180	4.7
spm64k	en-es	Unbabel-Tower70B	spm64k	1	993	892	997	808	35099	35.205	4	9612	309678721	7.342
spm64k	en-es	Aya23	spm64k	1	993	922	997	862	34168	34.271	4	9454	293382822	7.136
spm64k	en-es	CommandR-plus	spm64k	1	993	919	997	855	34688	34.792	4	9536	302497218	7.28
spm64k	en-es	ONLINE-W	spm64k	1	993	930	997	877	33783	33.885	4	9321	286699427	7.093
spm64k	en-es	ONLINE-B	spm64k	1	993	937	997	890	33745	33.847	4	9323	286076045	7.307
spm64k	en-es	Llama3-70B	spm64k	1	993	927	997	870	34448	34.552	4	9348	297931336	7.245
spm64k	en-es	ONLINE-A	spm64k	1	993	928	997	873	34587	34.691	4	9542	300492815	7.212
spm64k	en-es	ONLINE-G	spm64k	1	993	925	997	867	34057	34.159	4	9302	291299341	7.15
spm64k	en-es	Gemini-1.5-Pro	spm64k	1	993	899	997	820	37588	37.701	4	12117	364703786	7.964
spm64k	en-es	Mistral-Large	spm64k	1	993	926	997	869	34991	35.096	4	9467	307694403	7.327
spm64k	en-es	Claude-3.5	spm64k	1	993	924	997	865	34799	34.904	4	9393	304080967	7.282
spm64k	en-es	GPT-4	spm64k	1	993	928	997	870	34305	34.408	4	9396	295590843	7.206
spm64k	en-es	Phi-3-Medium	spm64k	1	993	911	997	839	34344	34.447	4	9462	296404466	7.316
spm64k	en-hi	CycleL	spm64k	1	993	178	997	50	36430	36.54	4	10462	334258558	13.514
spm64k	en-hi	IKUN	spm64k	1	993	617	997	418	26625	26.705	4	9024	185012787	9.36
spm64k	en-hi	IKUN-C	spm64k	1	993	711	997	535	32854	32.953	4	9695	275112286	10.796
spm64k	en-hi	IOL-Research	spm64k	1	993	837	997	708	37430	37.543	4	9745	350605556	11.73
spm64k	en-hi	NVIDIA-NeMo	spm64k	1	993	770	997	603	37892	38.006	4	10094	359535600	11.527
spm64k	en-hi	TranssionMT	spm64k	1	993	859	997	749	38154	38.269	4	9936	364220402	11.861
spm64k	en-hi	Unbabel-Tower70B	spm64k	1	993	828	997	695	38849	38.966	4	10302	377832105	12.021
spm64k	en-hi	Aya23	spm64k	1	993	816	997	677	37267	37.379	4	9722	347564821	11.684
spm64k	en-hi	CommandR-plus	spm64k	1	993	805	997	661	38417	38.533	4	10218	369605777	12.078
spm64k	en-hi	ONLINE-empty	spm64k	1	993	993	997	997	0	0.0	4	0	0	0.314
spm64k	en-hi	ONLINE-B	spm64k	1	993	847	997	728	38161	38.276	4	9944	364364563	12.059
spm64k	en-hi	Llama3-70B	spm64k	1	993	834	997	715	36866	36.977	4	9911	340513260	11.752
spm64k	en-hi	ONLINE-A	spm64k	1	993	837	997	714	38173	38.288	4	9944	364535765	11.704
spm64k	en-hi	ONLINE-G	spm64k	1	993	802	997	647	39575	39.694	4	10463	391986999	11.933
spm64k	en-hi	Gemini-1.5-Pro	spm64k	1	993	862	997	755	39028	39.145	4	10685	382033734	12.2
spm64k	en-hi	Mistral-Large	spm64k	1	993	784	997	640	41047	41.171	4	11800	425326099	12.71
spm64k	en-hi	Claude-3.5	spm64k	1	993	856	997	750	38555	38.671	4	10414	372579887	11.887
spm64k	en-hi	Phi-3-Medium	spm64k	1	993	723	997	545	42412	42.54	4	11185	450892174	13.039
spm64k	en-is	AMI	spm64k	1	993	858	997	747	31079	31.173	4	8317	241876589	18.225
spm64k	en-is	CycleL	spm64k	1	993	582	997	370	29746	29.836	4	8293	222296406	19.245
spm64k	en-is	Dubformer	spm64k	1	993	847	997	730	30597	30.689	4	8316	234676197	18.025
spm64k	en-is	IKUN	spm64k	1	993	804	997	658	31758	31.854	4	8497	252617078	18.738
spm64k	en-is	IKUN-C	spm64k	1	993	842	997	717	30592	30.684	4	8293	234547338	18.06
spm64k	en-is	IOL-Research	spm64k	1	993	792	997	643	30752	30.845	4	8325	236992212	17.972
spm64k	en-is	TranssionMT	spm64k	1	993	840	997	717	31268	31.362	4	8317	244784942	18.307
spm64k	en-is	TSU-HITs	spm64k	1	993	301	997	89	14929	14.974	4	4423	56993583	10.026
spm64k	en-is	Unbabel-Tower70B	spm64k	1	993	870	997	767	31701	31.796	4	8649	251945127	18.802
spm64k	en-is	Aya23	spm64k	1	993	776	997	620	30644	30.736	4	8341	235392396	18.545
spm64k	en-is	CommandR-plus	spm64k	1	993	758	997	601	31541	31.636	4	8675	249567229	19.349
spm64k	en-is	ONLINE-empty	spm64k	1	993	993	997	997	0	0.0	4	0	0	0.265
spm64k	en-is	ONLINE-B	spm64k	1	993	855	997	739	31270	31.364	4	8312	244812436	18.37
spm64k	en-is	Llama3-70B	spm64k	1	993	839	997	720	30966	31.059	4	8438	240380910	18.624
spm64k	en-is	ONLINE-A	spm64k	1	993	811	997	668	30803	30.896	4	8311	237704223	18.107
spm64k	en-is	ONLINE-G	spm64k	1	993	813	997	682	30807	30.9	4	8307	237828897	18.2
spm64k	en-is	Mistral-Large	spm64k	1	993	817	997	684	32777	32.876	4	9238	270036609	19.642
spm64k	en-is	GPT-4	spm64k	1	993	837	997	720	31215	31.309	4	8539	244328321	18.766
spm64k	en-is	Phi-3-Medium	spm64k	1	993	664	997	486	31135	31.229	4	8526	243806935	20.523
spm64k	en-ja	AIST-AIRC	spm64k	1	993	925	997	869	3765	3.776	4	1285	3903259	7.304
spm64k	en-ja	CycleL	spm64k	1	993	486	997	123	5199	5.215	4	2076	7685477	9.663
spm64k	en-ja	DLUT-GTCOM	spm64k	1	993	974	997	939	1234	1.238	4	670	556860	7.284
spm64k	en-ja	IKUN	spm64k	1	993	979	997	970	1298	1.302	4	698	612996	6.864
spm64k	en-ja	IKUN-C	spm64k	1	993	979	997	969	1290	1.294	4	723	635450	6.711
spm64k	en-ja	IOL-Research	spm64k	1	993	972	997	956	1658	1.663	4	903	1008510	6.806
spm64k	en-ja	NTTSU	spm64k	1	993	980	997	972	1562	1.567	4	825	867214	6.933
spm64k	en-ja	NVIDIA-NeMo	spm64k	1	993	917	997	857	2557	2.565	4	1419	2504845	7.351
spm64k	en-ja	Team-J	spm64k	1	993	984	997	979	1372	1.376	4	736	678474	6.998
spm64k	en-ja	Unbabel-Tower70B	spm64k	1	993	981	997	974	1344	1.348	4	755	689250	7.022
spm64k	en-ja	UvA-MT	spm64k	1	993	834	997	728	4968	4.983	4	1838	6953960	6.835
spm64k	en-ja	Aya23	spm64k	1	993	976	997	963	1430	1.434	4	742	709994	6.978
spm64k	en-ja	CommandR-plus	spm64k	1	993	984	997	979	1491	1.495	4	771	767735	7.156
spm64k	en-ja	ONLINE-W	spm64k	1	993	968	997	948	1289	1.293	4	680	587373	6.428
spm64k	en-ja	ONLINE-B	spm64k	1	993	982	997	976	2050	2.056	4	1066	1473802	7.045
spm64k	en-ja	Llama3-70B	spm64k	1	993	978	997	969	1498	1.503	4	902	934012	7.097
spm64k	en-ja	ONLINE-A	spm64k	1	993	981	997	973	1332	1.336	4	742	670602	7.009
spm64k	en-ja	ONLINE-G	spm64k	1	993	966	997	944	2494	2.502	4	800	1649630	7.427
spm64k	en-ja	Gemini-1.5-Pro	spm64k	1	993	947	997	917	2713	2.721	4	1623	3151623	7.697
spm64k	en-ja	Mistral-Large	spm64k	1	993	979	997	967	1409	1.413	4	782	744975	7.034
spm64k	en-ja	Claude-3.5	spm64k	1	993	975	997	962	2077	2.083	4	1041	1477481	7.119
spm64k	en-ja	GPT-4	spm64k	1	993	983	997	977	1342	1.346	4	723	650862	7.012
spm64k	en-ja	Phi-3-Medium	spm64k	1	993	984	997	979	1277	1.281	4	715	618759	6.99
spm64k	en-ru	CUNI-DS	spm64k	1	993	722	997	552	27631	27.714	4	7863	192239321	7.462
spm64k	en-ru	CycleL	spm64k	1	993	295	997	133	28267	28.352	4	8464	202441803	8.419
spm64k	en-ru	CycleL2	spm64k	1	993	188	997	50	25872	25.95	4	9053	176589770	7.742
spm64k	en-ru	Dubformer	spm64k	1	993	866	997	774	27491	27.574	4	7324	189369107	7.597
spm64k	en-ru	IKUN	spm64k	1	993	844	997	730	28193	28.278	4	7436	199076805	7.599
spm64k	en-ru	IKUN-C	spm64k	1	993	832	997	715	28096	28.181	4	7431	197693734	7.514
spm64k	en-ru	IOL-Research	spm64k	1	993	860	997	760	28528	28.614	4	7544	203847040	7.622
spm64k	en-ru	NVIDIA-NeMo	spm64k	1	993	771	997	620	29058	29.145	4	7945	211775148	7.546
spm64k	en-ru	TranssionMT	spm64k	1	993	881	997	794	28540	28.626	4	7514	203980638	7.711
spm64k	en-ru	TSU-HITs	spm64k	1	993	626	997	429	20091	20.151	4	5449	101460475	5.957
spm64k	en-ru	Unbabel-Tower70B	spm64k	1	993	866	997	760	29016	29.103	4	7825	211139866	7.778
spm64k	en-ru	Yandex	spm64k	1	993	822	997	700	29251	29.339	4	7892	214549665	7.827
spm64k	en-ru	Aya23	spm64k	1	993	849	997	744	28881	28.968	4	7539	208837907	7.731
spm64k	en-ru	CommandR-plus	spm64k	1	993	860	997	751	29018	29.105	4	7668	210994770	7.83
spm64k	en-ru	ONLINE-W	spm64k	1	993	856	997	757	28346	28.431	4	7490	201328114	7.631
spm64k	en-ru	ONLINE-B	spm64k	1	993	881	997	796	28545	28.631	4	7526	204056689	7.732
spm64k	en-ru	Llama3-70B	spm64k	1	993	861	997	754	28756	28.843	4	7686	207167122	7.753
spm64k	en-ru	ONLINE-A	spm64k	1	993	859	997	752	29172	29.26	4	7667	213110046	7.821
spm64k	en-ru	ONLINE-G	spm64k	1	993	836	997	725	29497	29.586	4	7868	218036433	8.025
spm64k	en-ru	Gemini-1.5-Pro	spm64k	1	993	830	997	718	30331	30.422	4	9237	233939803	8.194
spm64k	en-ru	Mistral-Large	spm64k	1	993	851	997	737	29530	29.619	4	8100	218788882	7.887
spm64k	en-ru	Claude-3.5	spm64k	1	993	869	997	774	29095	29.183	4	7974	212490117	7.825
spm64k	en-ru	GPT-4	spm64k	1	993	848	997	735	28477	28.563	4	7628	203219793	7.645
spm64k	en-ru	Phi-3-Medium	spm64k	1	993	823	997	687	28480	28.566	4	7567	203147178	7.637
spm64k	en-uk	CycleL	spm64k	1	993	318	997	139	25983	26.061	4	8003	171931435	9.787
spm64k	en-uk	Dubformer	spm64k	1	993	869	997	770	27477	27.56	4	7282	189091849	9.312
spm64k	en-uk	IKUN	spm64k	1	993	866	997	760	27608	27.691	4	7305	190954436	9.33
spm64k	en-uk	IKUN-C	spm64k	1	993	888	997	800	27453	27.536	4	7227	188651835	9.072
spm64k	en-uk	IOL-Research	spm64k	1	993	877	997	788	27911	27.995	4	7321	195055091	9.317
spm64k	en-uk	NVIDIA-NeMo	spm64k	1	993	856	997	743	28640	28.726	4	7814	205690038	9.289
spm64k	en-uk	TranssionMT	spm64k	1	993	900	997	823	28685	28.771	4	7573	206031355	9.572
spm64k	en-uk	Unbabel-Tower70B	spm64k	1	993	886	997	796	28394	28.479	4	7667	202188940	9.513
spm64k	en-uk	Aya23	spm64k	1	993	880	997	788	28269	28.354	4	7429	200083947	9.691
spm64k	en-uk	CommandR-plus	spm64k	1	993	895	997	811	28149	28.234	4	7468	198512547	9.469
spm64k	en-uk	ONLINE-W	spm64k	1	993	915	997	849	28090	28.175	4	7374	197612582	9.4
spm64k	en-uk	ONLINE-B	spm64k	1	993	913	997	844	27710	27.793	4	7250	192224302	9.304
spm64k	en-uk	Llama3-70B	spm64k	1	993	887	997	805	28434	28.52	4	7565	202505334	9.496
spm64k	en-uk	ONLINE-A	spm64k	1	993	891	997	806	28455	28.541	4	7466	202683261	9.491
spm64k	en-uk	ONLINE-G	spm64k	1	993	885	997	795	28938	29.025	4	7714	209853482	9.62
spm64k	en-uk	Gemini-1.5-Pro	spm64k	1	993	851	997	741	30461	30.553	4	9331	236053955	10.102
spm64k	en-uk	Mistral-Large	spm64k	1	993	893	997	804	28365	28.45	4	7650	201670781	9.473
spm64k	en-uk	Claude-3.5	spm64k	1	993	892	997	808	28275	28.36	4	7635	200449331	9.434
spm64k	en-uk	GPT-4	spm64k	1	993	874	997	782	28340	28.425	4	7520	201166234	9.336
spm64k	en-uk	Phi-3-Medium	spm64k	1	993	795	997	647	30628	30.72	4	8068	234831024	10.291
spm64k	en-zh	CycleL	spm64k	1	993	724	997	550	4159	4.172	4	1462	4606813	4.966
spm64k	en-zh	CycleL2	spm64k	1	993	317	997	81	6974	6.995	4	2477	13391788	5.115
spm64k	en-zh	HW-TSC	spm64k	1	993	976	997	964	1946	1.952	4	892	1195990	4.747
spm64k	en-zh	IKUN	spm64k	1	993	973	997	958	1377	1.381	4	741	685449	4.601
spm64k	en-zh	IKUN-C	spm64k	1	993	986	997	983	1401	1.405	4	746	702999	4.543
spm64k	en-zh	IOL-Research	spm64k	1	993	986	997	984	1291	1.295	4	713	620789	4.688
spm64k	en-zh	NVIDIA-NeMo	spm64k	1	993	920	997	860	3642	3.653	4	1812	4577450	4.948
spm64k	en-zh	Unbabel-Tower70B	spm64k	1	993	979	997	970	1902	1.908	4	997	1277498	4.79
spm64k	en-zh	UvA-MT	spm64k	1	993	892	997	808	6841	6.862	4	2394	12346543	5.022
spm64k	en-zh	Aya23	spm64k	1	993	977	997	966	1532	1.537	4	773	791554	4.648
spm64k	en-zh	CommandR-plus	spm64k	1	993	977	997	966	1885	1.891	4	902	1139655	4.78
spm64k	en-zh	ONLINE-W	spm64k	1	993	977	997	966	2534	2.542	4	1052	1897470	4.761
spm64k	en-zh	ONLINE-B	spm64k	1	993	978	997	968	2404	2.411	4	1040	1777986	4.749
spm64k	en-zh	Llama3-70B	spm64k	1	993	976	997	965	1471	1.475	4	832	830515	4.619
spm64k	en-zh	ONLINE-A	spm64k	1	993	978	997	967	1929	1.935	4	961	1241387	4.717
spm64k	en-zh	ONLINE-G	spm64k	1	993	977	997	965	2480	2.487	4	799	1628962	4.71
spm64k	en-zh	Gemini-1.5-Pro	spm64k	1	993	957	997	927	2796	2.804	4	1686	3286152	5.12
spm64k	en-zh	Mistral-Large	spm64k	1	993	968	997	948	1835	1.841	4	1188	1558325	4.792
spm64k	en-zh	Claude-3.5	spm64k	1	993	983	997	977	2200	2.207	4	918	1677230	4.804
spm64k	en-zh	GPT-4	spm64k	1	993	981	997	974	1334	1.338	4	706	634364	4.698
spm64k	en-zh	Phi-3-Medium	spm64k	1	993	980	997	970	1339	1.343	4	708	636125	4.666
spm64k	ja-zh	CycleL	spm64k	1	718	285	721	104	7374	10.227	3	2727	18456278	5.761
spm64k	ja-zh	DLUT-GTCOM	spm64k	1	718	714	721	713	891	1.236	3	384	284045	4.972
spm64k	ja-zh	IKUN	spm64k	1	718	703	721	691	947	1.313	3	375	310945	4.584
spm64k	ja-zh	IKUN-C	spm64k	1	718	673	721	632	901	1.25	3	359	281595	4.472
spm64k	ja-zh	IOL-Research	spm64k	1	718	716	721	717	834	1.157	3	342	247796	4.9
spm64k	ja-zh	MSLC	spm64k	1	718	713	721	711	820	1.137	3	332	240248	4.497
spm64k	ja-zh	NTTSU	spm64k	1	718	688	721	663	985	1.366	3	353	325203	4.747
spm64k	ja-zh	Team-J	spm64k	1	718	700	721	686	1707	2.368	3	882	1122561	4.78
spm64k	ja-zh	Unbabel-Tower70B	spm64k	1	718	711	721	707	871	1.208	3	351	264673	4.838
spm64k	ja-zh	UvA-MT	spm64k	1	718	644	721	584	4681	6.492	3	2476	8571529	5.119
spm64k	ja-zh	Aya23	spm64k	1	718	705	721	696	1129	1.566	3	429	430841	4.707
spm64k	ja-zh	CommandR-plus	spm64k	1	718	713	721	711	975	1.352	3	365	319787	4.852
spm64k	ja-zh	ONLINE-W	spm64k	1	718	661	721	615	2485	3.447	3	1489	2717547	4.791
spm64k	ja-zh	ONLINE-B	spm64k	1	718	707	721	700	1423	1.974	3	630	713845	4.735
spm64k	ja-zh	Llama3-70B	spm64k	1	718	705	721	696	1074	1.49	3	379	386558	4.762
spm64k	ja-zh	ONLINE-A	spm64k	1	718	703	721	691	2310	3.204	3	929	1820762	4.961
spm64k	ja-zh	ONLINE-G	spm64k	1	718	650	721	595	1252	1.736	3	435	523514	4.924
spm64k	ja-zh	Gemini-1.5-Pro	spm64k	1	718	699	721	685	1387	1.924	3	511	645457	5.147
spm64k	ja-zh	Mistral-Large	spm64k	1	718	705	721	696	1127	1.563	3	513	472069	4.982
spm64k	ja-zh	Claude-3.5	spm64k	1	718	700	721	686	1119	1.552	3	391	418755	4.991
spm64k	ja-zh	GPT-4	spm64k	1	718	708	721	702	842	1.168	3	352	254036	4.902
spm64k	ja-zh	Phi-3-Medium	spm64k	1	718	710	721	706	906	1.257	3	350	279806	4.829
