langpair	system	metric	segmenter	manual	realigned	delta
en-zh	Mistral-Large	chrfpp	spm128k	28.0695	28.0475	-0.0220
en-zh	Mistral-Large	bleu	spm256k	29.5989	29.5772	-0.0218
en-zh	Mistral-Large	chrfpp	spm256k	28.0695	28.0293	-0.0403
en-zh	Claude-3.5	bleu	none	37.2379	11.2336	-26.0043
en-zh	Claude-3.5	chrfpp	none	32.8746	13.0432	-19.8314
en-zh	Claude-3.5	bleu	flores200	37.2379	37.2072	-0.0308
en-zh	Claude-3.5	chrfpp	flores200	32.8746	29.5797	-3.2949
en-zh	Claude-3.5	bleu	spm32k	37.2379	37.2334	-0.0045
en-zh	Claude-3.5	chrfpp	spm32k	32.8746	32.8894	0.0148
en-zh	Claude-3.5	bleu	spm64k	37.2379	37.2356	-0.0023
en-zh	Claude-3.5	chrfpp	spm64k	32.8746	32.8787	0.0041
en-zh	Claude-3.5	bleu	spm128k	37.2379	37.2339	-0.0040
en-zh	Claude-3.5	chrfpp	spm128k	32.8746	32.8793	0.0047
en-zh	Claude-3.5	bleu	spm256k	37.2379	37.2256	-0.0124
en-zh	Claude-3.5	chrfpp	spm256k	32.8746	32.8730	-0.0016
en-zh	GPT-4	bleu	none	36.3752	9.9628	-26.4124
en-zh	GPT-4	chrfpp	none	33.6866	13.7059	-19.9807
en-zh	GPT-4	bleu	flores200	36.3752	36.3568	-0.0185
en-zh	GPT-4	chrfpp	flores200	33.6866	30.3507	-3.3359
en-zh	GPT-4	bleu	spm32k	36.3752	36.3579	-0.0173
en-zh	GPT-4	chrfpp	spm32k	33.6866	33.6660	-0.0206
en-zh	GPT-4	bleu	spm64k	36.3752	36.3633	-0.0119
en-zh	GPT-4	chrfpp	spm64k	33.6866	33.6721	-0.0145
en-zh	GPT-4	bleu	spm128k	36.3752	36.3625	-0.0127
en-zh	GPT-4	chrfpp	spm128k	33.6866	33.6742	-0.0124
en-zh	GPT-4	bleu	spm256k	36.3752	36.3588	-0.0164
en-zh	GPT-4	chrfpp	spm256k	33.6866	33.6668	-0.0198
en-zh	Phi-3-Medium	bleu	none	28.3676	7.2224	-21.1451
en-zh	Phi-3-Medium	chrfpp	none	26.4630	9.4979	-16.9651
en-zh	Phi-3-Medium	bleu	flores200	28.3676	28.3344	-0.0332
en-zh	Phi-3-Medium	chrfpp	flores200	26.4630	23.9465	-2.5165
en-zh	Phi-3-Medium	bleu	spm32k	28.3676	28.3486	-0.0190
en-zh	Phi-3-Medium	chrfpp	spm32k	26.4630	26.4339	-0.0291
en-zh	Phi-3-Medium	bleu	spm64k	28.3676	28.3500	-0.0175
en-zh	Phi-3-Medium	chrfpp	spm64k	26.4630	26.4332	-0.0298
en-zh	Phi-3-Medium	bleu	spm128k	28.3676	28.3468	-0.0208
en-zh	Phi-3-Medium	chrfpp	spm128k	26.4630	26.4350	-0.0280
en-zh	Phi-3-Medium	bleu	spm256k	28.3676	28.3427	-0.0249
en-zh	Phi-3-Medium	chrfpp	spm256k	26.4630	26.4262	-0.0368
