langpair	system	metric	segmenter	manual	realigned	delta
cs-uk	Gemini-1.5-Pro	chrfpp	spm128k	57.4871	57.2742	-0.2130
cs-uk	Gemini-1.5-Pro	bleu	spm256k	37.4922	37.3497	-0.1424
cs-uk	Gemini-1.5-Pro	chrfpp	spm256k	57.4871	57.1802	-0.3070
cs-uk	Mistral-Large	bleu	none	37.5432	37.3256	-0.2176
cs-uk	Mistral-Large	chrfpp	none	55.7877	55.4288	-0.3589
cs-uk	Mistral-Large	bleu	flores200	37.5432	37.4466	-0.0966
cs-uk	Mistral-Large	chrfpp	flores200	55.7877	55.6162	-0.1716
cs-uk	Mistral-Large	bleu	spm32k	37.5432	37.4076	-0.1355
cs-uk	Mistral-Large	chrfpp	spm32k	55.7877	55.6021	-0.1857
cs-uk	Mistral-Large	bleu	spm64k	37.5432	37.4447	-0.0985
cs-uk	Mistral-Large	chrfpp	spm64k	55.7877	55.6178	-0.1700
cs-uk	Mistral-Large	bleu	spm128k	37.5432	37.4166	-0.1266
cs-uk	Mistral-Large	chrfpp	spm128k	55.7877	55.6123	-0.1754
cs-uk	Mistral-Large	bleu	spm256k	37.5432	37.4144	-0.1287
cs-uk	Mistral-Large	chrfpp	spm256k	55.7877	55.6081	-0.1796
cs-uk	Claude-3.5	bleu	none	45.2856	45.1530	-0.1326
cs-uk	Claude-3.5	chrfpp	none	60.9435	60.7097	-0.2338
cs-uk	Claude-3.5	bleu	flores200	45.2856	45.2238	-0.0618
cs-uk	Claude-3.5	chrfpp	flores200	60.9435	60.8267	-0.1168
cs-uk	Claude-3.5	bleu	spm32k	45.2856	45.2061	-0.0795
cs-uk	Claude-3.5	chrfpp	spm32k	60.9435	60.8165	-0.1270
cs-uk	Claude-3.5	bleu	spm64k	45.2856	45.2060	-0.0796
cs-uk	Claude-3.5	chrfpp	spm64k	60.9435	60.7953	-0.1481
cs-uk	Claude-3.5	bleu	spm128k	45.2856	45.2008	-0.0847
cs-uk	Claude-3.5	chrfpp	spm128k	60.9435	60.8110	-0.1324
cs-uk	Claude-3.5	bleu	spm256k	45.2856	45.2006	-0.0850
cs-uk	Claude-3.5	chrfpp	spm256k	60.9435	60.8017	-0.1417
cs-uk	GPT-4	bleu	none	39.8956	39.7182	-0.1774
cs-uk	GPT-4	chrfpp	none	57.2394	56.9341	-0.3053
cs-uk	GPT-4	bleu	flores200	39.8956	39.8246	-0.0710
cs-uk	GPT-4	chrfpp	flores200	57.2394	57.0751	-0.1642
cs-uk	GPT-4	bleu	spm32k	39.8956	39.8290	-0.0666
cs-uk	GPT-4	chrfpp	spm32k	57.2394	57.1060	-0.1333
cs-uk	GPT-4	bleu	spm64k	39.8956	39.8226	-0.0731
cs-uk	GPT-4	chrfpp	spm64k	57.2394	57.0752	-0.1642
cs-uk	GPT-4	bleu	spm128k	39.8956	39.8071	-0.0885
cs-uk	GPT-4	chrfpp	spm128k	57.2394	57.0498	-0.1895
cs-uk	GPT-4	bleu	spm256k	39.8956	39.8210	-0.0747
cs-uk	GPT-4	chrfpp	spm256k	57.2394	57.0854	-0.1539
cs-uk	Phi-3-Medium	bleu	none	14.8971	14.6924	-0.2048
cs-uk	Phi-3-Medium	chrfpp	none	35.1721	34.6662	-0.5059
cs-uk	Phi-3-Medium	bleu	flores200	14.8971	14.8093	-0.0879
cs-uk	Phi-3-Medium	chrfpp	flores200	35.1721	34.9131	-0.2591
cs-uk	Phi-3-Medium	bleu	spm32k	14.8971	14.8030	-0.0941
cs-uk	Phi-3-Medium	chrfpp	spm32k	35.1721	34.9436	-0.2286
cs-uk	Phi-3-Medium	bleu	spm64k	14.8971	14.8134	-0.0838
cs-uk	Phi-3-Medium	chrfpp	spm64k	35.1721	34.9437	-0.2284
cs-uk	Phi-3-Medium	bleu	spm128k	14.8971	14.8308	-0.0663
cs-uk	Phi-3-Medium	chrfpp	spm128k	35.1721	34.9567	-0.2154
cs-uk	Phi-3-Medium	bleu	spm256k	14.8971	14.8160	-0.0811
cs-uk	Phi-3-Medium	chrfpp	spm256k	35.1721	34.9506	-0.2216
